reconstructionData	SOURCE	CATEGORY	TOOL
3.1.21.4-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11552_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
1.1.1.181-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1G-526_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.4.22.54-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13159_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7648_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-13617_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.1.1.64-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-2044_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-1133_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DEPHOSPHOCOAKIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.7.1.154-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.1.21.7-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUC1PURIDYLTRANS-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
D-PPENTOMUT-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14957_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
LIPOXYGENASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-313_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12618_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-321_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11890_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
4-COUMARATE--COA-LIGASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PYRUVATE-KINASE-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-11_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12091_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DIPHTINE--AMMONIA-LIGASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GDPPYPHOSKIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ENTG-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GALACTOKIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2OXOGLUTDECARB-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
TRANSALDOL-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
ADENOSYLHOMOCYSTEINASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.6.3.15-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7687_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14964_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-711_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN1F-151_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
FERREDOXIN--NITRITE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
1.14.13.87-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-10608_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12817_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-37_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-12587_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
THIOREDOXIN-REDUCT-NADPH-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1G-445_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9725_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.2.1.91-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
1.6.5.7-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11135_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15068_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
4-COUMARATE--COA-LIGASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14725_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8583_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3PGAREARR-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-15378_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9597_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11595_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
TRANSALDOL-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
CTPSYN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13268_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
TETRAACYLDISACC4KIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-10_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RIBOKIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14912_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
HYDROXYPYRUVATE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-3341_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14823_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9229_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PYRAMKIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
FARNESYLTRANSTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DIAMINOPIMEPIM-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8457_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-1404_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-12503_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
FGAMSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
AMPSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14906_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
5.3.4.1-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9293_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
MYO-INOSITOL-1-KINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17023_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9235_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8976_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-5283_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-6442_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-2209_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUTAMATE-SYNTHASE-NADH-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14372_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-18210_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
5.4.4.3-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
NACGLCTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
2.4.1.223-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.2.1.47-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
PROTEIN-KINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.7.1.68-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
R217-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
TREHALOSE6PSYN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
4.2.1.107-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.4.1.232-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
6PGLUCONDEHYDROG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
PGLYCDEHYDROG-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12978_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3-DEHYDROQUINATE-DEHYDRATASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14393_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.4.1.83-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.3.1.180-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-353_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
QUERCETIN-3-O-METHYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-5038_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-901_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-10700_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9003_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
NAD-KIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.7.1.134-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
LYSINE-23-AMINOMUTASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SIROHEME-FERROCHELAT-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.5.1.98-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-1134_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-6550_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.1.26.1-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-18245_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1F-461_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-8093_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-18218_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-2882_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXNQT-4174_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
TRANS-RXN-311_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ALPHAGALACTOSID-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
DETHIOBIOTIN-SYN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.2.1.14-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.4.1.126-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13323_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ADCLY-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN4FS-12_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DURIDKI-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ACETYLORNDEACET-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-18222_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
FESGSHTHIO-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUTCYSLIG-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.2.1.68-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12610_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9356_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7922_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-16139_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ADENODEAMIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
PHOSPHATIDYLCHOLINE-DESATURASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11835_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.6.1.64-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RNA-3-PHOSPHATE-CYCLASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-10715_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
1.1.1.255-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14139_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
PHOSPHOLIPASE-C-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1G-3613_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17114_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ABC-27-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11109_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.7.7.30-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DNA-NUCLEOTIDYLEXOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
QUERCETIN-23-DIOXYGENASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13689_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
L-AMINO-ACID-OXIDASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-6480_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GDPMANDEHYDRA-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.1.26.5-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15212_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
METHYLACETOACETYLCOATHIOL-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-1826_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DGDPKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-15635_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14046_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14789_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.5.1.26-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PHOSPHOLIPASE-A1-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7686_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
OHMETHYLBILANESYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-7835_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ADPREDUCT-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
UROGENIIISYN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
IMIDPHOSDEHYD-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8092_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-361_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-5205_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SUCROSE-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ATPASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
4.1.3.17-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-4210_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUCOSYLCERAMIDASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-281_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9850_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-162_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8053_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9028_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.2.1.142-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
6.3.4.10-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8503_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-13822_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17609_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PHOSMANMUT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
2.5.1.39-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12460_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXNQT-4142_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
