reaction	has_metadata@reconstructionData
2.3.1.43-RXN	2.3.1.43-RXN_reconstructionData_B_NAPUS_V5
RIBOKIN-RXN	RIBOKIN-RXN_reconstructionData_B_NAPUS_V5
6.1.1.26-RXN	6.1.1.26-RXN_reconstructionData_B_NAPUS_V5
RXNQT-4165	RXNQT-4165_reconstructionData_B_NAPUS_V5
2.4.2.26-RXN	2.4.2.26-RXN_reconstructionData_B_NAPUS_V5
UDPGLUCEPIM-RXN	UDPGLUCEPIM-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
UDPGLUCEPIM-RXN	UDPGLUCEPIM-RXN_reconstructionData_B_NAPUS_V5
3.2.1.64-RXN	3.2.1.64-RXN_reconstructionData_B_NAPUS_V5
RXN-11371	RXN-11371_reconstructionData_B_NAPUS_V5
3.1.26.3-RXN	3.1.26.3-RXN_reconstructionData_B_NAPUS_V5
RXN0-5217	RXN0-5217_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ALANINE-DEHYDROGENASE-RXN	ALANINE-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17008	RXN-17008_reconstructionData_B_NAPUS_V5
TYROSINE-DECARBOXYLASE-RXN	TYROSINE-DECARBOXYLASE-RXN_reconstructionData_B_NAPUS_V5
RXN-9521	RXN-9521_reconstructionData_B_NAPUS_V5
RXN-13955	RXN-13955_reconstructionData_B_NAPUS_V5
RXN-9157	RXN-9157_reconstructionData_B_NAPUS_V5
RXN-17795	RXN-17795_reconstructionData_B_NAPUS_V5
RXN66-480	RXN66-480_reconstructionData_B_NAPUS_V5
RXN-1122	RXN-1122_reconstructionData_B_NAPUS_V5
RXN-13616	RXN-13616_reconstructionData_B_NAPUS_V5
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	DIHYDROKAEMPFEROL-4-REDUCTASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	DIHYDROKAEMPFEROL-4-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10708	RXN-10708_reconstructionData_B_NAPUS_V5
HOMOSERDEHYDROG-RXN	HOMOSERDEHYDROG-RXN_reconstructionData_B_NAPUS_V5
RXN66-16	RXN66-16_reconstructionData_B_NAPUS_V5
GLUTATHIONE-SYN-RXN	GLUTATHIONE-SYN-RXN_reconstructionData_B_NAPUS_V5
GLUTATHIONE-SYN-RXN	GLUTATHIONE-SYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
NADPYROPHOSPHAT-RXN	NADPYROPHOSPHAT-RXN_reconstructionData_B_NAPUS_V5
RXN-8500	RXN-8500_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10717	RXN-10717_reconstructionData_B_NAPUS_V5
RXN-7973	RXN-7973_reconstructionData_B_NAPUS_V5
RXN-10060	RXN-10060_reconstructionData_B_NAPUS_V5
RXN-15694	RXN-15694_reconstructionData_B_NAPUS_V5
ASPAMINOTRANS-RXN	ASPAMINOTRANS-RXN_reconstructionData_B_NAPUS_V5
ASPAMINOTRANS-RXN	ASPAMINOTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14467	RXN-14467_reconstructionData_B_NAPUS_V5
AMINEPHEN-RXN	AMINEPHEN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
AMINEPHEN-RXN	AMINEPHEN-RXN_reconstructionData_B_NAPUS_V5
PABASYN-RXN	PABASYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PABASYN-RXN	PABASYN-RXN_reconstructionData_B_NAPUS_V5
RXN-14405	RXN-14405_reconstructionData_B_NAPUS_V5
RXN-10745	RXN-10745_reconstructionData_B_NAPUS_V5
MOXXANAU-RXN	MOXXANAU-RXN_reconstructionData_B_NAPUS_V5
RXN-9240	RXN-9240_reconstructionData_B_NAPUS_V5
RXN-10139	RXN-10139_reconstructionData_B_NAPUS_V5
IMPCYCLOHYDROLASE-RXN	IMPCYCLOHYDROLASE-RXN_reconstructionData_B_NAPUS_V5
IMPCYCLOHYDROLASE-RXN	IMPCYCLOHYDROLASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.1.1.74-RXN	2.1.1.74-RXN_reconstructionData_B_NAPUS_V5
DLACTDEHYDROGNAD-RXN	DLACTDEHYDROGNAD-RXN_reconstructionData_B_NAPUS_V5
RXN-9670	RXN-9670_reconstructionData_B_NAPUS_V5
RXN0-5183	RXN0-5183_reconstructionData_B_NAPUS_V5
PGPPHOSPHA-RXN	PGPPHOSPHA-RXN_reconstructionData_B_NAPUS_V5
RXN1F-148	RXN1F-148_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN3O-218	RXN3O-218_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-9356	RXN-9356_reconstructionData_B_NAPUS_V5
3.1.2.22-RXN	3.1.2.22-RXN_reconstructionData_B_NAPUS_V5
RXN-12702	RXN-12702_reconstructionData_B_NAPUS_V5
RXN-15712	RXN-15712_reconstructionData_B_NAPUS_V5
RXN-15295	RXN-15295_reconstructionData_B_NAPUS_V5
RXN-14700	RXN-14700_reconstructionData_B_NAPUS_V5
ALDOSE1EPIM-RXN	ALDOSE1EPIM-RXN_reconstructionData_B_NAPUS_V5
NITRATE-REDUCTASE-NADPORNOPH-RXN	NITRATE-REDUCTASE-NADPORNOPH-RXN_reconstructionData_B_NAPUS_V5
RXN66-18	RXN66-18_reconstructionData_B_NAPUS_V5
RXN-15891	RXN-15891_reconstructionData_B_NAPUS_V5
RXN-12448	RXN-12448_reconstructionData_B_NAPUS_V5
QUERCETIN-23-DIOXYGENASE-RXN	QUERCETIN-23-DIOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12979	RXN-12979_reconstructionData_B_NAPUS_V5
CHOLESTENONE-5-BETA-REDUCTASE-RXN	CHOLESTENONE-5-BETA-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
PYRIMSYN1-RXN	PYRIMSYN1-RXN_reconstructionData_B_NAPUS_V5
RXN-12074	RXN-12074_reconstructionData_B_NAPUS_V5
CARBODEHYDRAT-RXN	CARBODEHYDRAT-RXN_reconstructionData_B_NAPUS_V5
1.11.1.12-RXN	1.11.1.12-RXN_reconstructionData_B_NAPUS_V5
RXN-8801	RXN-8801_reconstructionData_B_NAPUS_V5
MANDELATE-DEHYDROGENASE-RXN	MANDELATE-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
SULFITE-REDUCTASE-FERREDOXIN-RXN	SULFITE-REDUCTASE-FERREDOXIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
SULFITE-REDUCTASE-FERREDOXIN-RXN	SULFITE-REDUCTASE-FERREDOXIN-RXN_reconstructionData_B_NAPUS_V5
RXN66-23	RXN66-23_reconstructionData_B_NAPUS_V5
4.4.1.19-RXN	4.4.1.19-RXN_reconstructionData_B_NAPUS_V5
RXN-12502	RXN-12502_reconstructionData_B_NAPUS_V5
2.7.7.8-RXN	2.7.7.8-RXN_reconstructionData_B_NAPUS_V5
RXN-9794	RXN-9794_reconstructionData_B_NAPUS_V5
1.1.1.170-RXN	1.1.1.170-RXN_reconstructionData_B_NAPUS_V5
RXN-17736	RXN-17736_reconstructionData_B_NAPUS_V5
RXN-13603	RXN-13603_reconstructionData_B_NAPUS_V5
2.4.1.135-RXN	2.4.1.135-RXN_reconstructionData_B_NAPUS_V5
1.17.4.2-RXN	1.17.4.2-RXN_reconstructionData_B_NAPUS_V5
RXN-14250	RXN-14250_reconstructionData_B_NAPUS_V5
RXN-8582	RXN-8582_reconstructionData_B_NAPUS_V5
TRANS-RXN-324	TRANS-RXN-324_reconstructionData_B_NAPUS_V5
RXN-17010	RXN-17010_reconstructionData_B_NAPUS_V5
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	L-GLN-FRUCT-6-P-AMINOTRANS-RXN_reconstructionData_B_NAPUS_V5
RXN0-3962	RXN0-3962_reconstructionData_B_NAPUS_V5
THYMIDYLATESYN-RXN	THYMIDYLATESYN-RXN_reconstructionData_B_NAPUS_V5
RXN-13722	RXN-13722_reconstructionData_B_NAPUS_V5
RXN-10462	RXN-10462_reconstructionData_B_NAPUS_V5
RXN-14209	RXN-14209_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12997	RXN-12997_reconstructionData_B_NAPUS_V5
RXN-17584	RXN-17584_reconstructionData_B_NAPUS_V5
RXN-6380	RXN-6380_reconstructionData_B_NAPUS_V5
RXN-14048	RXN-14048_reconstructionData_B_NAPUS_V5
RXN-4726	RXN-4726_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN_reconstructionData_B_NAPUS_V5
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-15299	RXN-15299_reconstructionData_B_NAPUS_V5
3.5.1.60-RXN	3.5.1.60-RXN_reconstructionData_B_NAPUS_V5
HOLO-ACP-SYNTH-RXN	HOLO-ACP-SYNTH-RXN_reconstructionData_B_NAPUS_V5
DOPAMINE-BETA-MONOOXYGENASE-RXN	DOPAMINE-BETA-MONOOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12639	RXN-12639_reconstructionData_B_NAPUS_V5
QUERCETIN-3-O-METHYLTRANSFERASE-RXN	QUERCETIN-3-O-METHYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
QUERCETIN-3-O-METHYLTRANSFERASE-RXN	QUERCETIN-3-O-METHYLTRANSFERASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-9685	RXN-9685_reconstructionData_B_NAPUS_V5
RXN-11183	RXN-11183_reconstructionData_B_NAPUS_V5
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
ALCOHOL-DEHYDROGENASE-NADP+-RXN	ALCOHOL-DEHYDROGENASE-NADP+-RXN_reconstructionData_B_NAPUS_V5
2.7.7.30-RXN	2.7.7.30-RXN_reconstructionData_B_NAPUS_V5
RXN-16788	RXN-16788_reconstructionData_B_NAPUS_V5
RXN-8451	RXN-8451_reconstructionData_B_NAPUS_V5
3.4.24.61-RXN	3.4.24.61-RXN_reconstructionData_B_NAPUS_V5
GALACTOSE-1-DEHYDROGENASE-NADP+-RXN	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN_reconstructionData_B_NAPUS_V5
4.2.2.22-RXN	4.2.2.22-RXN_reconstructionData_B_NAPUS_V5
RXN-16627	RXN-16627_reconstructionData_B_NAPUS_V5
RXN-12710	RXN-12710_reconstructionData_B_NAPUS_V5
3.2.1.91-RXN	3.2.1.91-RXN_reconstructionData_B_NAPUS_V5
RXN-16138	RXN-16138_reconstructionData_B_NAPUS_V5
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-7904	RXN-7904_reconstructionData_B_NAPUS_V5
HOMOCYSMETB12-RXN	HOMOCYSMETB12-RXN_reconstructionData_B_NAPUS_V5
2.4.1.115-RXN	2.4.1.115-RXN_reconstructionData_B_NAPUS_V5
RXN-13805	RXN-13805_reconstructionData_B_NAPUS_V5
GCVT-RXN	GCVT-RXN_reconstructionData_B_NAPUS_V5
RXN0-5293	RXN0-5293_reconstructionData_B_NAPUS_V5
RXN-14276	RXN-14276_reconstructionData_B_NAPUS_V5
RXN-12460	RXN-12460_reconstructionData_B_NAPUS_V5
RXN-12560	RXN-12560_reconstructionData_B_NAPUS_V5
RXN-16625	RXN-16625_reconstructionData_B_NAPUS_V5
1.1.1.34-RXN	1.1.1.34-RXN_reconstructionData_B_NAPUS_V5
1.1.1.34-RXN	1.1.1.34-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.7.4.24-RXN	2.7.4.24-RXN_reconstructionData_B_NAPUS_V5
ADENYLOSUCCINATE-SYNTHASE-RXN	ADENYLOSUCCINATE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
2.3.1.133-RXN	2.3.1.133-RXN_reconstructionData_B_NAPUS_V5
RXN-14111	RXN-14111_reconstructionData_B_NAPUS_V5
RXN-113	RXN-113_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
URUR-RXN	URUR-RXN_reconstructionData_B_NAPUS_V5
RXN-7711	RXN-7711_reconstructionData_B_NAPUS_V5
RXN-10979	RXN-10979_reconstructionData_B_NAPUS_V5
CHOLINE-KINASE-RXN	CHOLINE-KINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-11484	RXN-11484_reconstructionData_B_NAPUS_V5
MBCOA-DHLIPOAMIDE-RXN	MBCOA-DHLIPOAMIDE-RXN_reconstructionData_B_NAPUS_V5
RXN-13482	RXN-13482_reconstructionData_B_NAPUS_V5
1.5.99.12-RXN	1.5.99.12-RXN_reconstructionData_B_NAPUS_V5
RXN-14796	RXN-14796_reconstructionData_B_NAPUS_V5
2.7.12.2-RXN	2.7.12.2-RXN_reconstructionData_B_NAPUS_V5
2.3.1.167-RXN	2.3.1.167-RXN_reconstructionData_B_NAPUS_V5
RXN0-2921	RXN0-2921_reconstructionData_B_NAPUS_V5
AQUACOBALAMIN-REDUCTASE-NADPH-RXN	AQUACOBALAMIN-REDUCTASE-NADPH-RXN_reconstructionData_B_NAPUS_V5
RXN-16628	RXN-16628_reconstructionData_B_NAPUS_V5
NUCLEOSIDE-DIP-KIN-RXN	NUCLEOSIDE-DIP-KIN-RXN_reconstructionData_B_NAPUS_V5
2.1.1.72-RXN	2.1.1.72-RXN_reconstructionData_B_NAPUS_V5
RXN-9932	RXN-9932_reconstructionData_B_NAPUS_V5
RXN-12392	RXN-12392_reconstructionData_B_NAPUS_V5
RXN-14393	RXN-14393_reconstructionData_B_NAPUS_V5
FESGSHTHIO-RXN	FESGSHTHIO-RXN_reconstructionData_B_NAPUS_V5
2.3.1.23-RXN	2.3.1.23-RXN_reconstructionData_B_NAPUS_V5
RXN-14371	RXN-14371_reconstructionData_B_NAPUS_V5
ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN	ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
2.7.11.24-RXN	2.7.11.24-RXN_reconstructionData_B_NAPUS_V5
GDPPYPHOSKIN-RXN	GDPPYPHOSKIN-RXN_reconstructionData_B_NAPUS_V5
RXN-14325	RXN-14325_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14325	RXN-14325_reconstructionData_B_NAPUS_V5
RXN-12971	RXN-12971_reconstructionData_B_NAPUS_V5
2.7.7.33-RXN	2.7.7.33-RXN_reconstructionData_B_NAPUS_V5
RXN0-2142	RXN0-2142_reconstructionData_B_NAPUS_V5
RXN-17730	RXN-17730_reconstructionData_B_NAPUS_V5
PSII-RXN	PSII-RXN_reconstructionData_B_NAPUS_V5
ALDXANAU-RXN	ALDXANAU-RXN_reconstructionData_B_NAPUS_V5
RXN-7570	RXN-7570_reconstructionData_B_NAPUS_V5
RXN-16626	RXN-16626_reconstructionData_B_NAPUS_V5
3.5.1.26-RXN	3.5.1.26-RXN_reconstructionData_B_NAPUS_V5
DHBAMPLIG-RXN	DHBAMPLIG-RXN_reconstructionData_B_NAPUS_V5
METHYLCROTONYL-COA-CARBOXYLASE-RXN	METHYLCROTONYL-COA-CARBOXYLASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
METHYLCROTONYL-COA-CARBOXYLASE-RXN	METHYLCROTONYL-COA-CARBOXYLASE-RXN_reconstructionData_B_NAPUS_V5
RXN-8457	RXN-8457_reconstructionData_B_NAPUS_V5
RXN-12401	RXN-12401_reconstructionData_B_NAPUS_V5
RXN-171	RXN-171_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1G-2544	RXN1G-2544_reconstructionData_B_NAPUS_V5
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	GLUTAMATE-DEHYDROGENASE-NADP+-RXN_reconstructionData_B_NAPUS_V5
RXN1G-3232	RXN1G-3232_reconstructionData_B_NAPUS_V5
RXN-8773	RXN-8773_reconstructionData_B_NAPUS_V5
RXN0-5265	RXN0-5265_reconstructionData_B_NAPUS_V5
RXN0-6427	RXN0-6427_reconstructionData_B_NAPUS_V5
RXN-17733	RXN-17733_reconstructionData_B_NAPUS_V5
RXN-12729	RXN-12729_reconstructionData_B_NAPUS_V5
2.7.7.13-RXN	2.7.7.13-RXN_reconstructionData_B_NAPUS_V5
1.5.1.28-RXN	1.5.1.28-RXN_reconstructionData_B_NAPUS_V5
3.1.26.4-RXN	3.1.26.4-RXN_reconstructionData_B_NAPUS_V5
RXN-14118	RXN-14118_reconstructionData_B_NAPUS_V5
2.4.1.198-RXN	2.4.1.198-RXN_reconstructionData_B_NAPUS_V5
RXN-13443	RXN-13443_reconstructionData_B_NAPUS_V5
RXN-12519	RXN-12519_reconstructionData_B_NAPUS_V5
RXN-8772	RXN-8772_reconstructionData_B_NAPUS_V5
RXN-11784	RXN-11784_reconstructionData_B_NAPUS_V5
RXN-11784	RXN-11784_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RNA-DIRECTED-DNA-POLYMERASE-RXN	RNA-DIRECTED-DNA-POLYMERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-7948	RXN-7948_reconstructionData_B_NAPUS_V5
RXN-13908	RXN-13908_reconstructionData_B_NAPUS_V5
RXN-9657	RXN-9657_reconstructionData_B_NAPUS_V5
RXN-9702	RXN-9702_reconstructionData_B_NAPUS_V5
THREONINE--TRNA-LIGASE-RXN	THREONINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-1132	RXN0-1132_reconstructionData_B_NAPUS_V5
RXN-6383	RXN-6383_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-11480	RXN-11480_reconstructionData_B_NAPUS_V5
FORMATETHFLIG-RXN	FORMATETHFLIG-RXN_reconstructionData_B_NAPUS_V5
RXN-16156	RXN-16156_reconstructionData_B_NAPUS_V5
RXN-16249	RXN-16249_reconstructionData_B_NAPUS_V5
GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN	GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN_reconstructionData_B_NAPUS_V5
RXN-7738	RXN-7738_reconstructionData_B_NAPUS_V5
RXN66-312	RXN66-312_reconstructionData_B_NAPUS_V5
RXN-9725	RXN-9725_reconstructionData_B_NAPUS_V5
RXN-9725	RXN-9725_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.4.11.10-RXN	3.4.11.10-RXN_reconstructionData_B_NAPUS_V5
CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN_reconstructionData_B_NAPUS_V5
GLUTATHIONE-THIOESTERASE-RXN	GLUTATHIONE-THIOESTERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-13602	RXN-13602_reconstructionData_B_NAPUS_V5
GPPSYN-RXN	GPPSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GPPSYN-RXN	GPPSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-10608	RXN-10608_reconstructionData_B_NAPUS_V5
RXN66-14	RXN66-14_reconstructionData_B_NAPUS_V5
RXN-17735	RXN-17735_reconstructionData_B_NAPUS_V5
RXN-14963	RXN-14963_reconstructionData_B_NAPUS_V5
RXN-11634	RXN-11634_reconstructionData_B_NAPUS_V5
URATE-OXIDASE-RXN	URATE-OXIDASE-RXN_reconstructionData_B_NAPUS_V5
URATE-OXIDASE-RXN	URATE-OXIDASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.4.23.40-RXN	3.4.23.40-RXN_reconstructionData_B_NAPUS_V5
RXN-14494	RXN-14494_reconstructionData_B_NAPUS_V5
RXN-9515	RXN-9515_reconstructionData_B_NAPUS_V5
RXN-2001	RXN-2001_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-16393	RXN-16393_reconstructionData_B_NAPUS_V5
3.2.1.50-RXN	3.2.1.50-RXN_reconstructionData_B_NAPUS_V5
RXN-13279	RXN-13279_reconstructionData_B_NAPUS_V5
3.2.1.8-RXN	3.2.1.8-RXN_reconstructionData_B_NAPUS_V5
RXN-17877	RXN-17877_reconstructionData_B_NAPUS_V5
ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN	ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12789	RXN-12789_reconstructionData_B_NAPUS_V5
RXN-13323	RXN-13323_reconstructionData_B_NAPUS_V5
RXN-18264	RXN-18264_reconstructionData_B_NAPUS_V5
HIPPURATE-HYDROLASE-RXN	HIPPURATE-HYDROLASE-RXN_reconstructionData_B_NAPUS_V5
SPHINGOSINE-N-ACYLTRANSFERASE-RXN	SPHINGOSINE-N-ACYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-6521	RXN0-6521_reconstructionData_B_NAPUS_V5
RXN-16629	RXN-16629_reconstructionData_B_NAPUS_V5
3.1.3.74-RXN	3.1.3.74-RXN_reconstructionData_B_NAPUS_V5
1.8.4.12-RXN	1.8.4.12-RXN_reconstructionData_B_NAPUS_V5
RXN-15688	RXN-15688_reconstructionData_B_NAPUS_V5
RXN-3341	RXN-3341_reconstructionData_B_NAPUS_V5
ASNSYNB-RXN	ASNSYNB-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ASNSYNB-RXN	ASNSYNB-RXN_reconstructionData_B_NAPUS_V5
RXN-14921	RXN-14921_reconstructionData_B_NAPUS_V5
RXN-5109	RXN-5109_reconstructionData_B_NAPUS_V5
2.4.1.43-RXN	2.4.1.43-RXN_reconstructionData_B_NAPUS_V5
RXN0-2161	RXN0-2161_reconstructionData_B_NAPUS_V5
TRNA-S-TRANSFERASE-RXN	TRNA-S-TRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	INDOLE-3-ACETALDEHYDE-OXIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN-15244	RXN-15244_reconstructionData_B_NAPUS_V5
VICIANIN-BETA-GLUCOSIDASE-RXN	VICIANIN-BETA-GLUCOSIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17873	RXN-17873_reconstructionData_B_NAPUS_V5
RXN-17582	RXN-17582_reconstructionData_B_NAPUS_V5
QOR-RXN	QOR-RXN_reconstructionData_B_NAPUS_V5
HOMOACONITATE-HYDRATASE-RXN	HOMOACONITATE-HYDRATASE-RXN_reconstructionData_B_NAPUS_V5
ACYLPHOSPHATASE-RXN	ACYLPHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-3542	RXN0-3542_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-11056	RXN-11056_reconstructionData_B_NAPUS_V5
ALPHA-13-GLUCAN-SYNTHASE-RXN	ALPHA-13-GLUCAN-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10711	RXN-10711_reconstructionData_B_NAPUS_V5
2.5.1.39-RXN	2.5.1.39-RXN_reconstructionData_B_NAPUS_V5
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN66-12	RXN66-12_reconstructionData_B_NAPUS_V5
FUMARYLACETOACETASE-RXN	FUMARYLACETOACETASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
FUMARYLACETOACETASE-RXN	FUMARYLACETOACETASE-RXN_reconstructionData_B_NAPUS_V5
RXNQT-4142	RXNQT-4142_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXNQT-4142	RXNQT-4142_reconstructionData_B_NAPUS_V5
RXN-17627	RXN-17627_reconstructionData_B_NAPUS_V5
MANDELONITRILE-LYASE-RXN	MANDELONITRILE-LYASE-RXN_reconstructionData_B_NAPUS_V5
RXN-18226	RXN-18226_reconstructionData_B_NAPUS_V5
ETHYL-RXN	ETHYL-RXN_reconstructionData_B_NAPUS_V5
GLYCEROL-KIN-RXN	GLYCEROL-KIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GLYCEROL-KIN-RXN	GLYCEROL-KIN-RXN_reconstructionData_B_NAPUS_V5
RXN-12378	RXN-12378_reconstructionData_B_NAPUS_V5
RXN-8629	RXN-8629_reconstructionData_B_NAPUS_V5
R147-RXN	R147-RXN_reconstructionData_B_NAPUS_V5
PSERTRANSAM-RXN	PSERTRANSAM-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PSERTRANSAM-RXN	PSERTRANSAM-RXN_reconstructionData_B_NAPUS_V5
RXN-10740	RXN-10740_reconstructionData_B_NAPUS_V5
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN_reconstructionData_B_NAPUS_V5
RXN-7902	RXN-7902_reconstructionData_B_NAPUS_V5
2.4.1.151-RXN	2.4.1.151-RXN_reconstructionData_B_NAPUS_V5
INOSINEKIN-RXN	INOSINEKIN-RXN_reconstructionData_B_NAPUS_V5
RXN-14903	RXN-14903_reconstructionData_B_NAPUS_V5
BETA-GLUCURONID-RXN	BETA-GLUCURONID-RXN_reconstructionData_B_NAPUS_V5
RXN1G-469	RXN1G-469_reconstructionData_B_NAPUS_V5
RXN-16133	RXN-16133_reconstructionData_B_NAPUS_V5
RXN0-5216	RXN0-5216_reconstructionData_B_NAPUS_V5
3.6.3.16-RXN	3.6.3.16-RXN_reconstructionData_B_NAPUS_V5
RXN-11057	RXN-11057_reconstructionData_B_NAPUS_V5
RXN-13185	RXN-13185_reconstructionData_B_NAPUS_V5
CHORISMATEMUT-RXN	CHORISMATEMUT-RXN_reconstructionData_B_NAPUS_V5
CHORISMATEMUT-RXN	CHORISMATEMUT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13186	RXN-13186_reconstructionData_B_NAPUS_V5
RXN-17797	RXN-17797_reconstructionData_B_NAPUS_V5
O-SUCCINYLBENZOATE-COA-LIG-RXN	O-SUCCINYLBENZOATE-COA-LIG-RXN_reconstructionData_B_NAPUS_V5
RXN0-6482	RXN0-6482_reconstructionData_B_NAPUS_V5
RXN66-550	RXN66-550_reconstructionData_B_NAPUS_V5
RXN-10609	RXN-10609_reconstructionData_B_NAPUS_V5
RXN66-305	RXN66-305_reconstructionData_B_NAPUS_V5
RXN0-722	RXN0-722_reconstructionData_B_NAPUS_V5
RXN-17678	RXN-17678_reconstructionData_B_NAPUS_V5
ARGSUCCINSYN-RXN	ARGSUCCINSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ARGSUCCINSYN-RXN	ARGSUCCINSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-12399	RXN-12399_reconstructionData_B_NAPUS_V5
RXN-13709	RXN-13709_reconstructionData_B_NAPUS_V5
CITSYN-RXN	CITSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-12642	RXN-12642_reconstructionData_B_NAPUS_V5
