gene	in@metabolic_network	TRANSCRIPTION-DIRECTION	RIGHT-END-POSITION	LEFT-END-POSITION	CENTISOME-POSITION
BnaC06g12400D	brassica_napus	NEGATIVE	14875465	14874857	39.958298    
BnaC04g20690D	brassica_napus	POSITIVE	21778038	21774937	44.502007    
BnaA03g08760D	brassica_napus	NEGATIVE	3983640	3981273	13.374567    
BnaA03g45490D	brassica_napus	NEGATIVE	23160331	23158417	77.797676    
BnaC05g08650D	brassica_napus	POSITIVE	4533794	4529780	10.489190    
BnaC07g11790D	brassica_napus	POSITIVE	17286150	17285782	38.60978    
BnaA03g36020D	brassica_napus	NEGATIVE	17613172	17610452	59.16002    
BnaC08g31440D	brassica_napus	POSITIVE	30835937	30834585	80.13752    
BnaC08g17470D	brassica_napus	NEGATIVE	21091223	21090759	54.813812    
BnaA05g03990D	brassica_napus	POSITIVE	2148654	2145875	9.30255    
BnaC08g13910D	brassica_napus	POSITIVE	18914689	18911701	49.15055    
BnaA01g00370D	brassica_napus	NEGATIVE	203821	202213	0.8690659    
BnaC09g48370D	brassica_napus	NEGATIVE	47211138	47209757	97.32321    
BnaA04g02370D	brassica_napus	POSITIVE	1554110	1547915	8.082406    
BnaA05g27240D	brassica_napus	NEGATIVE	19685747	19683147	85.32812    
BnaA09g51840D	brassica_napus	NEGATIVE	113740	111708	2.7019339    
BnaCnng66850D	brassica_napus	NEGATIVE	66556901	66555667	82.5017    
BnaA09g54030D	brassica_napus	NEGATIVE	2330080	2327661	56.30023    
BnaA06g11400D	brassica_napus	NEGATIVE	5935219	5934136	24.323832    
BnaC07g05500D	brassica_napus	NEGATIVE	8764885	8761555	19.569939    
BnaC04g09030D	brassica_napus	POSITIVE	6777518	6775964	13.848214    
BnaA06g13300D	brassica_napus	NEGATIVE	6966148	6964906	28.548925    
BnaAnng37970D	brassica_napus	POSITIVE	42980626	42979895	88.32999    
BnaC07g47290D	brassica_napus	NEGATIVE	44586880	44583984	99.58345    
BnaC01g18200D	brassica_napus	POSITIVE	12644637	12643550	32.561867    
BnaA06g36150D	brassica_napus	POSITIVE	23726704	23725580	97.25039    
BnaC02g41270D	brassica_napus	POSITIVE	44164397	44163078	95.54599    
BnaA05g13070D	brassica_napus	POSITIVE	7730808	7730086	33.510582    
BnaA10g08880D	brassica_napus	NEGATIVE	7820095	7818741	44.93987    
BnaC03g37430D	brassica_napus	NEGATIVE	22954420	22953455	37.89363    
BnaC07g22520D	brassica_napus	NEGATIVE	28937835	28935987	64.63185    
BnaC09g24600D	brassica_napus	NEGATIVE	22796876	22796272	46.994656    
BnaC01g42090D	brassica_napus	POSITIVE	1142344	1141001	25.712004    
BnaC02g23670D	brassica_napus	POSITIVE	20591782	20590118	44.54633    
BnaC03g41020D	brassica_napus	NEGATIVE	25962640	25961783	42.860046    
BnaA03g09920D	brassica_napus	POSITIVE	4474005	4473356	15.027656    
BnaAnng32500D	brassica_napus	POSITIVE	37130155	37128100	76.30369    
BnaA03g02230D	brassica_napus	NEGATIVE	1029569	1023000	3.436635    
BnaA03g52380D	brassica_napus	NEGATIVE	27322405	27317263	91.76878    
BnaC04g33120D	brassica_napus	POSITIVE	34749130	34747023	71.0134    
BnaA04g12270D	brassica_napus	POSITIVE	10444644	10441961	54.522484    
BnaC07g23510D	brassica_napus	NEGATIVE	29981826	29973165	66.9485    
BnaA04g20810D	brassica_napus	POSITIVE	15942368	15939215	83.22628    
BnaA09g08550D	brassica_napus	POSITIVE	4273549	4272290	12.615524    
BnaC08g25090D	brassica_napus	NEGATIVE	26955326	26952535	70.04827    
BnaC01g23390D	brassica_napus	POSITIVE	17011737	17010518	43.80844    
BnaCnng66210D	brassica_napus	NEGATIVE	65931574	65930449	81.726685    
BnaC09g41250D	brassica_napus	NEGATIVE	43338057	43334634	89.33461    
BnaA09g25170D	brassica_napus	POSITIVE	18138861	18138266	53.55997    
BnaA10g14500D	brassica_napus	NEGATIVE	11534662	11532238	66.28398    
BnaC05g07620D	brassica_napus	POSITIVE	3847614	3842624	8.8980055    
BnaA10g01960D	brassica_napus	NEGATIVE	974171	972429	5.5892415    
BnaC04g30390D	brassica_napus	NEGATIVE	32242881	32240915	65.8916    
BnaA06g32540D	brassica_napus	POSITIVE	21658590	21656709	88.77015    
BnaCnng54670D	brassica_napus	NEGATIVE	54497888	54496856	67.55373    
BnaA10g25790D	brassica_napus	NEGATIVE	16536787	16535111	95.039055    
BnaC09g04410D	brassica_napus	POSITIVE	2512965	2510189	5.1747704    
BnaA06g26360D	brassica_napus	NEGATIVE	18146948	18146247	74.38089    
BnaA08g21810D	brassica_napus	POSITIVE	16024381	16022457	84.497986    
BnaC05g32810D	brassica_napus	NEGATIVE	32317967	32316342	74.83193    
BnaC06g18530D	brassica_napus	NEGATIVE	20848619	20848215	56.004517    
BnaC03g03790D	brassica_napus	POSITIVE	1841970	1838464	3.0351017    
BnaA10g29440D	brassica_napus	NEGATIVE	1730945	1727384	75.8156    
BnaC06g19740D	brassica_napus	POSITIVE	21902814	21901404	58.833702    
BnaC03g74530D	brassica_napus	NEGATIVE	2495678	2492532	38.28882    
BnaA03g43830D	brassica_napus	NEGATIVE	22084298	22082854	74.18446    
BnaA08g25840D	brassica_napus	POSITIVE	17682142	17680052	93.23968    
BnaC06g06250D	brassica_napus	NEGATIVE	6789307	6786157	18.22964    
BnaUnng00940D	brassica_napus	POSITIVE	1088719	1081957	13.007577    
BnaA03g37760D	brassica_napus	NEGATIVE	18786950	18784454	63.10392    
BnaCnng63670D	brassica_napus	NEGATIVE	63520741	63519608	78.738235    
BnaA03g32170D	brassica_napus	POSITIVE	15545926	15544094	52.218353    
BnaC07g45760D	brassica_napus	POSITIVE	43669132	43667910	97.5373    
BnaA03g27020D	brassica_napus	NEGATIVE	13340872	13338714	44.80967    
BnaA05g01630D	brassica_napus	NEGATIVE	944705	943149	4.088631    
BnaA06g25390D	brassica_napus	NEGATIVE	17560666	17560070	71.978165    
BnaA09g47760D	brassica_napus	NEGATIVE	32146174	32145668	94.92203    
BnaC01g43180D	brassica_napus	POSITIVE	2635361	2633306	59.3405    
BnaCnng58470D	brassica_napus	POSITIVE	58231115	58227627	72.17835    
BnaA03g06710D	brassica_napus	NEGATIVE	3007073	3005173	10.095487    
BnaC05g13360D	brassica_napus	POSITIVE	7717856	7717120	17.869814    
BnaC08g25410D	brassica_napus	NEGATIVE	27141414	27137835	70.52986    
BnaAnng16630D	brassica_napus	POSITIVE	17660860	17660234	36.294373    
BnaA06g01040D	brassica_napus	POSITIVE	680666	679425	2.7849412    
BnaA04g25070D	brassica_napus	NEGATIVE	18186423	18184018	94.94747    
BnaA07g05690D	brassica_napus	NEGATIVE	6004533	6003049	25.005909    
BnaC01g22830D	brassica_napus	POSITIVE	16392389	16391469	42.214157    
BnaC07g47180D	brassica_napus	NEGATIVE	44531222	44529474	99.46170    
BnaA07g08980D	brassica_napus	NEGATIVE	8950421	8948862	37.2768    
BnaC09g35410D	brassica_napus	NEGATIVE	38773504	38771335	79.92735    
BnaC05g42340D	brassica_napus	POSITIVE	39774873	39769101	92.08959    
BnaC09g17940D	brassica_napus	POSITIVE	14626699	14626256	30.152119    
BnaAnng12770D	brassica_napus	POSITIVE	13645753	13644041	28.040504    
BnaC03g65620D	brassica_napus	NEGATIVE	55355033	55353381	91.38234    
BnaC04g10640D	brassica_napus	NEGATIVE	8275736	8274660	16.911139    
BnaC03g22910D	brassica_napus	NEGATIVE	12710233	12709401	20.981821    
BnaA04g17070D	brassica_napus	NEGATIVE	13917383	13912979	72.64633    
BnaA03g33830D	brassica_napus	POSITIVE	16382809	16381699	55.03218    
BnaA10g19400D	brassica_napus	NEGATIVE	13801643	13799735	79.3169    
BnaC04g49760D	brassica_napus	NEGATIVE	47706004	47701991	97.48980    
BnaA01g29240D	brassica_napus	NEGATIVE	20218238	20215967	86.883675    
BnaA10g28230D	brassica_napus	NEGATIVE	533189	531628	23.33337    
BnaC07g19000D	brassica_napus	NEGATIVE	25732110	25729645	57.47011    
BnaCnng49440D	brassica_napus	NEGATIVE	48873573	48872467	60.5818    
BnaA01g28850D	brassica_napus	POSITIVE	20021137	20018556	86.03524    
BnaA03g35560D	brassica_napus	NEGATIVE	17364973	17361266	58.322906    
BnaC02g08980D	brassica_napus	POSITIVE	5030853	5027922	10.877814    
BnaC02g36980D	brassica_napus	NEGATIVE	39943461	39938742	86.40672    
BnaA05g07760D	brassica_napus	NEGATIVE	4211847	4210621	18.2534    
BnaA10g28940D	brassica_napus	POSITIVE	1467891	1464876	64.294014    
BnaAnng01850D	brassica_napus	POSITIVE	1021274	1016641	2.0893464    
BnaC06g35090D	brassica_napus	NEGATIVE	34214516	34211037	91.90104    
BnaA07g11200D	brassica_napus	NEGATIVE	10516149	10515217	43.801506    
BnaA08g01200D	brassica_napus	POSITIVE	912130	907869	4.787849    
BnaC05g19990D	brassica_napus	NEGATIVE	13500380	13498736	31.257763    
BnaC03g63230D	brassica_napus	NEGATIVE	52614470	52610287	86.85379    
BnaC08g24910D	brassica_napus	NEGATIVE	26787997	26786738	69.61737    
BnaA02g11330D	brassica_napus	POSITIVE	5942741	5939589	23.956007    
BnaC09g05960D	brassica_napus	POSITIVE	3634493	3631462	7.4862814    
BnaA03g41660D	brassica_napus	NEGATIVE	20921237	20919736	70.27712    
BnaA01g13040D	brassica_napus	POSITIVE	6528711	6525258	28.044086    
BnaCnng76520D	brassica_napus	NEGATIVE	77684082	77682908	96.294914    
BnaC09g35660D	brassica_napus	POSITIVE	39042294	39041395	80.48408    
BnaCnng57030D	brassica_napus	NEGATIVE	56810022	56808406	70.419106    
BnaC04g32930D	brassica_napus	POSITIVE	34638252	34635352	70.78517    
BnaCnng59260D	brassica_napus	NEGATIVE	58918693	58917136	73.03306    
BnaC08g23510D	brassica_napus	POSITIVE	25711018	25708919	66.81618    
BnaC08g08340D	brassica_napus	NEGATIVE	12436724	12435054	32.318073    
BnaA06g06370D	brassica_napus	POSITIVE	3469054	3466958	14.21095    
BnaC07g11340D	brassica_napus	POSITIVE	17003343	16999544	37.970432    
BnaA05g27670D	brassica_napus	NEGATIVE	19890404	19888755	86.219444    
BnaA03g00700D	brassica_napus	NEGATIVE	306744	305435	1.026069    
BnaA03g54860D	brassica_napus	POSITIVE	40100	37883	0.62979704    
BnaAnng23030D	brassica_napus	POSITIVE	25893442	25889607	53.20694    
BnaA10g25290D	brassica_napus	POSITIVE	16308107	16306896	93.72734    
BnaC02g04750D	brassica_napus	NEGATIVE	2506436	2504881	5.419263    
BnaC01g44970D	brassica_napus	POSITIVE	4434290	4431245	99.85634    
BnaC03g34600D	brassica_napus	POSITIVE	20983158	20981950	34.63889    
BnaCnng63840D	brassica_napus	NEGATIVE	63635979	63635458	78.881836    
BnaA02g04610D	brassica_napus	POSITIVE	2063601	2062399	8.318226    
BnaC05g42300D	brassica_napus	POSITIVE	39750936	39749252	92.04363    
BnaC09g37470D	brassica_napus	POSITIVE	40738165	40733044	83.97142    
BnaC09g26430D	brassica_napus	POSITIVE	27026326	27023147	55.70839    
BnaA04g07670D	brassica_napus	POSITIVE	6700088	6693857	34.951836    
BnaA06g05780D	brassica_napus	POSITIVE	3208183	3205767	13.140336    
BnaA09g36240D	brassica_napus	POSITIVE	26276695	26271670	77.576866    
BnaA03g48800D	brassica_napus	POSITIVE	25045679	25043346	84.12985    
BnaA09g14610D	brassica_napus	NEGATIVE	8416795	8415405	24.84961    
BnaA07g00960D	brassica_napus	NEGATIVE	666499	665426	2.7718554    
BnaC09g07070D	brassica_napus	NEGATIVE	4437300	4435700	9.144223    
BnaA09g41140D	brassica_napus	NEGATIVE	28771749	28770998	84.95706    
BnaUnng02270D	brassica_napus	POSITIVE	3244019	3240663	38.96012    
BnaC07g40250D	brassica_napus	NEGATIVE	40716641	40714948	90.94151    
BnaAnng41690D	brassica_napus	NEGATIVE	48274404	48273106	99.208305    
BnaC08g32610D	brassica_napus	NEGATIVE	31449799	31449491	81.735634    
BnaA09g09940D	brassica_napus	POSITIVE	5055930	5055141	14.927181    
BnaA02g12270D	brassica_napus	POSITIVE	6487777	6487016	26.163929    
BnaC09g35330D	brassica_napus	NEGATIVE	38688487	38688134	79.75584    
BnaC03g70180D	brassica_napus	POSITIVE	59843766	59840687	98.79039    
BnaA07g14020D	brassica_napus	NEGATIVE	12457906	12456458	51.88781    
BnaA07g29410D	brassica_napus	POSITIVE	21059474	21056799	87.71284    
BnaA03g11340D	brassica_napus	NEGATIVE	5102754	5101558	17.13802    
BnaCnng45260D	brassica_napus	POSITIVE	44348376	44347429	54.972603    
BnaC05g49580D	brassica_napus	NEGATIVE	397008	395728	10.614239    
BnaC07g17320D	brassica_napus	NEGATIVE	23468590	23464207	52.41    
BnaC07g30220D	brassica_napus	NEGATIVE	34817661	34809421	77.75084    
BnaA01g34040D	brassica_napus	POSITIVE	23028476	23027087	98.96523    
BnaC04g38570D	brassica_napus	NEGATIVE	39751129	39748590	81.23524    
BnaC07g01030D	brassica_napus	NEGATIVE	1453283	1452347	3.243984    
BnaA04g12720D	brassica_napus	NEGATIVE	10742659	10740604	56.081844    
BnaA08g21970D	brassica_napus	POSITIVE	16123291	16120834	85.0168    
BnaA01g10850D	brassica_napus	POSITIVE	5429795	5427236	23.325037    
BnaA07g28450D	brassica_napus	NEGATIVE	20546583	20545651	85.58363    
BnaA08g28330D	brassica_napus	NEGATIVE	18659666	18657534	98.39465    
BnaA01g23330D	brassica_napus	NEGATIVE	15683729	15682763	67.40098    
BnaC03g00100D	brassica_napus	NEGATIVE	80414	78754	0.13001418    
BnaA04g23710D	brassica_napus	POSITIVE	17520970	17519594	91.478195    
BnaC07g34220D	brassica_napus	NEGATIVE	37113919	37112248	82.89447    
BnaA08g31360D	brassica_napus	POSITIVE	1973134	1972559	93.00374    
BnaA01g25360D	brassica_napus	NEGATIVE	17738671	17736161	76.22602    
BnaC09g03120D	brassica_napus	NEGATIVE	1771809	1769641	3.6481261    
BnaC04g09790D	brassica_napus	POSITIVE	7416152	7413669	15.151508    
BnaC06g09830D	brassica_napus	POSITIVE	11650149	11649372	31.293684    
BnaAnng34010D	brassica_napus	NEGATIVE	38752233	38751617	79.64025    
BnaC08g33020D	brassica_napus	POSITIVE	31694340	31693558	82.36995    
BnaC07g34310D	brassica_napus	NEGATIVE	37144050	37142942	82.96303    
BnaA02g29700D	brassica_napus	NEGATIVE	21637347	21636381	87.26551    
BnaCnng70040D	brassica_napus	POSITIVE	70034460	70034080	86.81350    
BnaA05g36840D	brassica_napus	POSITIVE	2734187	2726603	90.35725    
BnaC08g17300D	brassica_napus	NEGATIVE	20897692	20895737	54.30696    
BnaC08g26210D	brassica_napus	NEGATIVE	27686611	27683572	71.948204    
BnaA04g09640D	brassica_napus	POSITIVE	8637046	8634349	45.084076    
BnaA10g18960D	brassica_napus	NEGATIVE	13613678	13612053	78.23816    
BnaA08g04120D	brassica_napus	NEGATIVE	3475319	3473887	18.320314    
BnaC06g36710D	brassica_napus	NEGATIVE	35113639	35112056	94.32145    
BnaA09g17670D	brassica_napus	POSITIVE	10833759	10831175	31.983068    
BnaC06g17270D	brassica_napus	POSITIVE	19964082	19962303	53.624695    
BnaCnng23590D	brassica_napus	POSITIVE	22032632	22031499	27.310013    
BnaA08g28200D	brassica_napus	NEGATIVE	18583117	18580210	97.98686    
BnaC08g42270D	brassica_napus	POSITIVE	36524685	36522660	94.92054    
BnaA08g12350D	brassica_napus	POSITIVE	10997237	10994450	57.98167    
BnaCnng68200D	brassica_napus	NEGATIVE	67764943	67763737	83.999214    
BnaA04g01780D	brassica_napus	POSITIVE	1147136	1145263	5.979967    
BnaA01g01100D	brassica_napus	POSITIVE	596289	594667	2.5557446    
BnaC07g37280D	brassica_napus	POSITIVE	39068918	39068075	87.26304    
BnaA06g35270D	brassica_napus	POSITIVE	23248144	23246255	95.28565    
BnaAnng34280D	brassica_napus	NEGATIVE	39044945	39043803	80.240746    
BnaC09g33660D	brassica_napus	POSITIVE	36919429	36911110	76.09249    
BnaA09g39330D	brassica_napus	POSITIVE	27889458	27887954	82.34955    
BnaC04g49560D	brassica_napus	POSITIVE	47582349	47578549	97.23752    
BnaA08g19310D	brassica_napus	POSITIVE	14891422	14889728	78.524284    
BnaA10g22920D	brassica_napus	POSITIVE	15301552	15300329	87.94188    
BnaA06g12340D	brassica_napus	POSITIVE	6422880	6418268	26.308273    
BnaCnng02180D	brassica_napus	NEGATIVE	2007743	2005526	2.486029    
BnaC01g07310D	brassica_napus	POSITIVE	3789990	3786607	9.751928    
BnaA03g35180D	brassica_napus	NEGATIVE	17194979	17192603	57.75631    
BnaC08g42540D	brassica_napus	POSITIVE	36703728	36701203	95.38457    
BnaCnng27960D	brassica_napus	NEGATIVE	26528367	26526739	32.882267    
BnaA07g19450D	brassica_napus	POSITIVE	15545007	15544620	64.75166    
BnaCnng30240D	brassica_napus	NEGATIVE	28698225	28697284	35.57285    
BnaC02g12280D	brassica_napus	POSITIVE	7768919	7766583	16.802856    
BnaA03g08960D	brassica_napus	NEGATIVE	4056527	4054050	13.619052    
BnaCnng65560D	brassica_napus	POSITIVE	65268741	65267388	80.90476    
BnaC08g04510D	brassica_napus	POSITIVE	5149717	5149079	13.3821945    
BnaA01g02350D	brassica_napus	POSITIVE	1199005	1197078	5.1447716    
BnaAnng08300D	brassica_napus	NEGATIVE	8921075	8920283	18.33249    
BnaC04g23320D	brassica_napus	POSITIVE	24447084	24445578	49.960064    
BnaCnng05600D	brassica_napus	NEGATIVE	5281325	5272882	6.5362086    
BnaC03g48840D	brassica_napus	POSITIVE	33666079	33663116	55.574097    
BnaA04g23960D	brassica_napus	NEGATIVE	17657429	17655814	92.189476    
BnaC03g59850D	brassica_napus	POSITIVE	49078116	49074433	81.01648    
BnaC05g46310D	brassica_napus	NEGATIVE	41859247	41856762	96.92379    
BnaA06g01430D	brassica_napus	POSITIVE	892793	890351	3.6495202    
BnaA05g13010D	brassica_napus	POSITIVE	7675549	7674147	33.268078    
BnaC03g78230D	brassica_napus	POSITIVE	6440742	6437544	98.889786    
BnaC01g33400D	brassica_napus	NEGATIVE	32580352	32577195	83.89845    
BnaA05g02210D	brassica_napus	NEGATIVE	1247275	1246281	5.4027343    
BnaA07g13320D	brassica_napus	NEGATIVE	11832039	11830561	49.280617    
BnaA09g18090D	brassica_napus	POSITIVE	11184239	11182742	33.0212    
BnaC09g06480D	brassica_napus	NEGATIVE	3909358	3908645	8.057696    
BnaC01g42080D	brassica_napus	NEGATIVE	1128974	1127048	25.397577    
BnaA03g55860D	brassica_napus	NEGATIVE	451356	446192	7.41785    
BnaA08g02290D	brassica_napus	POSITIVE	1828395	1823036	9.614185    
BnaA03g26800D	brassica_napus	POSITIVE	13189521	13187584	44.301968    
BnaA08g05450D	brassica_napus	NEGATIVE	5395127	5390683	28.428963    
BnaC06g03150D	brassica_napus	POSITIVE	3755783	3755088	10.087285    
BnaC05g35850D	brassica_napus	NEGATIVE	35090279	35087166	81.24808    
BnaC08g09320D	brassica_napus	NEGATIVE	14001256	13997806	36.37959    
BnaC02g23850D	brassica_napus	NEGATIVE	21117422	21115141	45.682205    
BnaA07g14270D	brassica_napus	NEGATIVE	12616759	12613001	52.539898    
BnaA07g31890D	brassica_napus	NEGATIVE	22148398	22145260	92.24686    
BnaA01g10710D	brassica_napus	POSITIVE	5343498	5341915	22.958347    
BnaC03g64080D	brassica_napus	NEGATIVE	53543798	53542279	88.39241    
BnaA06g33510D	brassica_napus	POSITIVE	22246885	22241761	91.16825    
BnaA09g08300D	brassica_napus	NEGATIVE	4068577	4058847	11.985254    
BnaA06g17140D	brassica_napus	NEGATIVE	9700950	9699053	39.756104    
BnaC06g38480D	brassica_napus	POSITIVE	36050220	36047220	96.83357    
BnaC02g45410D	brassica_napus	POSITIVE	1180919	1179055	22.904964    
BnaA02g21680D	brassica_napus	NEGATIVE	14079424	14078204	56.781292    
BnaCnng67100D	brassica_napus	POSITIVE	66786772	66785263	82.78631    
BnaC06g27080D	brassica_napus	NEGATIVE	28547625	28545732	76.68234    
BnaA09g29800D	brassica_napus	NEGATIVE	22264668	22263239	65.74050    
BnaAnng09450D	brassica_napus	NEGATIVE	9997459	9996169	20.543592    
BnaA10g25030D	brassica_napus	POSITIVE	16211017	16210391	93.17266    
BnaA06g35620D	brassica_napus	NEGATIVE	23393591	23392426	95.884796    
BnaA03g10050D	brassica_napus	POSITIVE	4509829	4508237	15.144834    
BnaA09g00300D	brassica_napus	NEGATIVE	134482	133682	0.39474577    
BnaA09g47980D	brassica_napus	POSITIVE	32237839	32236679	95.19077    
BnaC02g24750D	brassica_napus	POSITIVE	22032671	22030786	47.66319    
BnaC03g03860D	brassica_napus	POSITIVE	1877277	1874564	3.0946987    
BnaAnng34050D	brassica_napus	POSITIVE	38790722	38789301	79.717705    
BnaC04g49410D	brassica_napus	POSITIVE	47518121	47516669	97.11105    
BnaA03g58230D	brassica_napus	POSITIVE	1601882	1600131	26.601849    
BnaAnng25480D	brassica_napus	NEGATIVE	29507739	29505829	60.6388    
BnaA09g20430D	brassica_napus	POSITIVE	13338065	13334985	39.376495    
BnaC08g49930D	brassica_napus	POSITIVE	4416095	4414138	97.68108    
BnaA03g50430D	brassica_napus	POSITIVE	26175051	26174267	87.92904    
BnaA06g36940D	brassica_napus	POSITIVE	24108224	24106984	98.81375    
BnaC03g49250D	brassica_napus	NEGATIVE	34191654	34189072	56.44239    
BnaA03g27900D	brassica_napus	POSITIVE	13681541	13680435	45.957638    
BnaC04g33460D	brassica_napus	NEGATIVE	35075299	35072443	71.678474    
BnaA04g18140D	brassica_napus	NEGATIVE	14621013	14620709	76.34173    
BnaA05g36760D	brassica_napus	POSITIVE	2664600	2661822	88.21046    
BnaC01g04420D	brassica_napus	POSITIVE	2312148	2310569	5.9505787    
BnaA03g41490D	brassica_napus	POSITIVE	20819044	20815794	69.92794    
BnaC09g54380D	brassica_napus	NEGATIVE	4245601	4243787	95.6264    
BnaA03g34800D	brassica_napus	POSITIVE	16982957	16979661	57.040955    
BnaC08g46260D	brassica_napus	POSITIVE	273038	271449	6.006933    
BnaC04g48590D	brassica_napus	NEGATIVE	47129849	47129064	96.3189    
BnaCnng18150D	brassica_napus	NEGATIVE	16935405	16925497	20.980667    
BnaC03g18490D	brassica_napus	POSITIVE	9481475	9480393	15.651085    
BnaC08g05440D	brassica_napus	NEGATIVE	7249089	7245666	18.83112    
BnaA08g09790D	brassica_napus	NEGATIVE	9275538	9273757	48.90722    
BnaA09g35400D	brassica_napus	POSITIVE	25817095	25815725	76.23052    
BnaC04g01850D	brassica_napus	NEGATIVE	1468078	1467437	2.9990394    
BnaA06g14740D	brassica_napus	NEGATIVE	7986500	7984724	32.729126    
BnaC03g23140D	brassica_napus	POSITIVE	12825764	12824460	21.17177    
BnaA03g32370D	brassica_napus	POSITIVE	15620097	15617094	52.463593    
BnaC02g25280D	brassica_napus	POSITIVE	22616253	22616066	48.929432    
BnaA09g46360D	brassica_napus	NEGATIVE	31504668	31504244	93.027985    
BnaA08g07620D	brassica_napus	NEGATIVE	7565460	7564096	39.890938    
BnaA07g04810D	brassica_napus	NEGATIVE	5238897	5237154	21.815548    
BnaC07g23710D	brassica_napus	POSITIVE	30213964	30210183	67.47792    
BnaA07g15730D	brassica_napus	NEGATIVE	13518342	13517141	56.30612    
BnaC03g20500D	brassica_napus	POSITIVE	10867168	10865305	17.937422    
BnaA03g14290D	brassica_napus	NEGATIVE	6563540	6561709	22.043205    
BnaC03g25700D	brassica_napus	POSITIVE	14425046	14424819	23.813787    
BnaC04g19170D	brassica_napus	POSITIVE	19417838	19415530	39.680023    
BnaC03g25980D	brassica_napus	POSITIVE	14700773	14697175	24.263418    
BnaC08g09940D	brassica_napus	POSITIVE	14819476	14817448	38.509796    
BnaC09g54530D	brassica_napus	POSITIVE	4304276	4301549	96.92797    
BnaA04g08900D	brassica_napus	POSITIVE	7950118	7949572	41.50853    
BnaA09g22360D	brassica_napus	NEGATIVE	14906225	14905146	44.01298    
BnaA01g18180D	brassica_napus	NEGATIVE	9701488	9700049	41.688625    
BnaC03g76290D	brassica_napus	POSITIVE	4947672	4946539	75.98584    
BnaC05g13650D	brassica_napus	POSITIVE	7881793	7881260	18.249897    
BnaC09g49580D	brassica_napus	NEGATIVE	47883267	47880924	98.706825    
BnaC05g08110D	brassica_napus	NEGATIVE	4254373	4251319	9.844382    
BnaC05g33360D	brassica_napus	NEGATIVE	32874732	32873487	76.12207    
BnaC09g05080D	brassica_napus	NEGATIVE	3001700	2999274	6.1830225    
BnaC03g02840D	brassica_napus	NEGATIVE	1386823	1385744	2.287711    
BnaA07g20930D	brassica_napus	POSITIVE	16306125	16305667	67.92183    
BnaA06g14140D	brassica_napus	NEGATIVE	7635223	7630777	31.278309    
BnaA10g00750D	brassica_napus	NEGATIVE	362571	359934	2.0687969    
BnaC09g51940D	brassica_napus	NEGATIVE	1183759	1182856	26.653614    
BnaC09g51580D	brassica_napus	NEGATIVE	754667	753031	16.968252    
BnaA02g00880D	brassica_napus	POSITIVE	340833	337817	1.3625095    
BnaA05g25140D	brassica_napus	POSITIVE	18666767	18666270	80.91987    
BnaA03g13370D	brassica_napus	NEGATIVE	6079493	6078747	20.420757    
BnaA08g07000D	brassica_napus	NEGATIVE	7054777	7053074	37.19595    
BnaA01g03040D	brassica_napus	NEGATIVE	1469323	1467745	6.308037    
BnaC05g43400D	brassica_napus	POSITIVE	40285832	40283768	93.28136    
BnaC02g07500D	brassica_napus	NEGATIVE	4107159	4105592	8.882370    
BnaC01g24130D	brassica_napus	NEGATIVE	18673685	18671913	48.087154    
BnaA04g02850D	brassica_napus	POSITIVE	1895285	1894207	9.890563    
BnaC01g22660D	brassica_napus	NEGATIVE	16179214	16177325	41.66266    
BnaCnng13120D	brassica_napus	POSITIVE	11965778	11964192	14.830687    
BnaC03g29560D	brassica_napus	POSITIVE	17700756	17696155	29.214405    
BnaAnng01840D	brassica_napus	NEGATIVE	1014300	1013749	2.0834029    
BnaC07g31060D	brassica_napus	POSITIVE	35291244	35285713	78.81469    
BnaA09g18050D	brassica_napus	NEGATIVE	11152091	11146812	32.915104    
BnaC08g03580D	brassica_napus	POSITIVE	3416870	3413390	8.871227    
BnaC01g44950D	brassica_napus	NEGATIVE	4428062	4426362	99.74630    
BnaA04g26440D	brassica_napus	NEGATIVE	18771586	18770412	98.00932    
BnaC09g49310D	brassica_napus	NEGATIVE	47762152	47761722	98.46108    
BnaC01g20430D	brassica_napus	POSITIVE	14280793	14278234	36.77179    
BnaA01g08410D	brassica_napus	NEGATIVE	4022426	4021798	17.28478    
BnaA01g17130D	brassica_napus	POSITIVE	9006252	9003758	38.69612    
BnaC06g12620D	brassica_napus	POSITIVE	15201368	15199926	40.83153    
BnaC05g34530D	brassica_napus	NEGATIVE	33859072	33857282	78.40014    
BnaA09g08850D	brassica_napus	POSITIVE	4410309	4409366	13.020292    
BnaA08g20880D	brassica_napus	POSITIVE	15613166	15611547	82.33096    
BnaA01g00280D	brassica_napus	NEGATIVE	144479	142202	0.6111521    
BnaAnng17990D	brassica_napus	POSITIVE	18884127	18880715	38.802643    
BnaA05g25030D	brassica_napus	POSITIVE	18613056	18611263	80.68141    
BnaC08g13600D	brassica_napus	NEGATIVE	18708254	18706363	48.616894    
BnaA09g36950D	brassica_napus	POSITIVE	26658289	26655439	78.71009    
BnaCnng35560D	brassica_napus	POSITIVE	33899123	33896996	42.018356    
BnaCnng49360D	brassica_napus	NEGATIVE	48819336	48818152	60.51447    
BnaC04g12290D	brassica_napus	POSITIVE	9572415	9570129	19.558722    
BnaA05g29640D	brassica_napus	POSITIVE	20631413	20628591	89.426704    
BnaC03g33770D	brassica_napus	NEGATIVE	20557873	20554163	33.932663    
