compound	INCHI-KEY	MOLECULAR-WEIGHT	COMMON-NAME	SMILES
Acetoacetyl-ACPs			an acetoacetyl-[acp]	
Acetoacetyl-ACPs			an acetoacetyl-[acyl-carrier-protein]	
Vernolates			vernolate	
Vernolates			12,13-epoxy-9-cis-octadecenoic acid	
Vernolates			12,13-epoxy-9-cis-octadecenoate	
Vernolates			vernolic acid	
Vernolates			(9Z)-11-(3-pentyloxiran-2-yl)undec-9-enoic acid	
Vernolates			(9Z)-11-(3-pentyloxiran-2-yl)undec-9-enoic acids	
Vernolates			12(13)-EpOME	
Vernolates			(9Z)-12,13-epoxyoctadecenoic acid	
Vernolates			12,13-cis-epoxyoctadecenoic acid	
Vernolates			cis-12,13-ep, 9c-18:1	
Vernolates			cis-12,13-epoxy-9-octadecenoic acid	
CPD-17400			a [glycerolipid]-lesquerolate	
CPD-17400			a [glycerolipid]-(11Z)-14R-hydroxy-docosenoate	
CPD-12486	InChIKey=OBQBHBOGTLPNJM-HJULIUOESA-N	227.278    	petiveriin	C(S(=O)CC([N+])C(=O)[O-])C1(=CC=CC=C1)
CPD-12486			S-benzyl-L-cysteine sulfoxide	
Archaeal-Preflagellins			an archaeal preflagellin	
CPD-236	InChIKey=BKBYHSYZKIAJDA-LPEMZMRWSA-M	347.387    	gibberellin A29	C=C1(C3(O)(CC4(C1)(C([CH]5(C2(C(=O)OC(CC(O)C2)([CH](CC3)4)5)(C)))C([O-])=O)))
CPD-236			GA29	
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	InChIKey=OCLCLRXKNJCOJD-UMMCILCDSA-L	351.212    	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	C(C2(C(O)C(O)C(NC1(=C(N)C(=O)NC(=N1)N))O2))OP(=O)([O-])[O-]
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR			2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine	
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR			DARP	
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR			2,5-diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate	
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR			2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate	
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR			2,5-diamino-6-(D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate	
Very-Long-Chain-3-Hydroxyacyl-CoAs			a very-long-chain (3R)-3-hydroxyacyl-CoA	
CPD-3486	InChIKey=LULAYUGMBFYYEX-UHFFFAOYSA-M	155.56    	3-chlorobenzoate	C1(C=C(Cl)C=C(C=1)C(=O)[O-])
CPD-3486			m-chlorobenzoic acid	
CPD-3486			3-chlorobenzoic acid	
CPD-3486			m-chlorobenzoate	
CPD-3486			meta-chlorobenzoate	
3-Ketoglutaryl-ACP-methyl-ester			a 3-oxo-glutaryl-[acp] methyl ester	
3-Ketoglutaryl-ACP-methyl-ester			a 3-ketoglutaryl-[acp] methyl ester	
3-Ketoglutaryl-ACP-methyl-ester			a 3-ketoglutaryl-[acyl-carrier-protein] methyl ester	
CPD-17401	InChIKey=FGCWEBKTQLBCLR-JRSZCNINSA-J	1083.973    	3-oxo-auricoloyl-CoA	CCC=CCCC(O)CC=CCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-17401			3-oxo-(11Z,17Z)-14R-hydroxy-icosa-11,17-dienoyl-CoA	
TMP	InChIKey=GYOZYWVXFNDGLU-XLPZGREQSA-L	320.195    	dTMP	CC1(=CN(C(=O)NC(=O)1)C2(CC(O)C(COP(=O)([O-])[O-])O2))
TMP			thymidylic acid	
TMP			thymidine monophosphate	
TMP			deoxythymidylate	
TMP			TMP	
TMP			thymidine 5'-monophosphate	
TMP			thymidine-phosphate	
TMP			thymidine 5'-phosphate	
TMP			deoxythymidine 5'-phosphate	
TMP			5'-thymidylic acid	
TMP			deoxythymidylic acid	
TMP			thymidylate	
Aromatic-Amino-Acids			an aromatic amino acid	
3-Ketopimeloyl-ACP-methyl-esters			a 3-oxo-pimeloyl-[acp] methyl ester	
3-Ketopimeloyl-ACP-methyl-esters			a 3-ketopimelyl-[acp] methyl ester	
3-Ketopimeloyl-ACP-methyl-esters			a 3-ketopimeloyl-[acyl-carrier protein] methyl ester	
3-Ketopimeloyl-ACP-methyl-esters			a 3-oxo-pimelyl-[acp] methyl ester	
3-Ketopimeloyl-ACP-methyl-esters			a 3-ketopimeloyl-[acp] methyl ester	
RIBOFLAVIN	InChIKey=AUNGANRZJHBGPY-SCRDCRAPSA-M	375.36    	riboflavin	CC1(C=C3(C(=CC(C)=1)N(CC(O)C(O)C(O)CO)C2(C(C(=O)[N-]C(=O)N=2)=N3)))
RIBOFLAVIN			vitamin B2	
CPDQT-37	InChIKey=ZIZLDVKLMYVMNX-UHFFFAOYSA-L	234.267    	3-(4'-methylthio)butylmalate	CSCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPDQT-37			3-(4'-methylthio)butylmalic acid	
2-Palmitoyl-L-Phosphatidate			a 1-acyl-2-palmitoyl-sn-glycerol 3-phosphate	
Very-Long-Chain-Alcohols			a very long chain alcohol	
Sterol-3-beta-D-glucosides			a sterol 3-&beta;-D-glucoside	
Very-Long-Chain-Trans-23-Dehydroacyl-CoA			a very-long-chain trans-2,3-dehydroacyl-CoA	
Very-Long-Chain-Trans-23-Dehydroacyl-CoA			a very-long-chain trans-2,3-didehydroacyl-CoA	
Very-Long-Chain-Trans-23-Dehydroacyl-CoA			a very-long-chain trans-2-enoyl-CoA	
Very-Long-Chain-Trans-23-Dehydroacyl-CoA			a very-long-chain trans-&Delta;2-enoyl-CoA	
Very-Long-Chain-Trans-23-Dehydroacyl-CoA			a very-long-chain trans-didehydroacyl-CoA	
Very-Long-Chain-Trans-23-Dehydroacyl-CoA			a very-long-chain (2E)-2-enoyl-CoA	
2-Prime-Ribonucleoside-Monophosphates			a ribonucleoside 2'-phosphate	
2-Prime-Ribonucleoside-Monophosphates			nucleoside-2'-phosphate	
2-Prime-Ribonucleoside-Monophosphates			nucleoside 2'-phosphate	
2-Prime-Ribonucleoside-Monophosphates			a 2'-ribonucleotide	
4-CYTIDINE-5-DIPHOSPHO-2-C	InChIKey=YFAUKWZNPVBCFF-XHIBXCGHSA-L	519.295    	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	CC(O)(CO)C(O)COP(OP([O-])(=O)OCC2(C(C(O)C(N1(C(N=C(C=C1)N)=O))O2)O))([O-])=O
4-CYTIDINE-5-DIPHOSPHO-2-C			CDP-ME	
4-CYTIDINE-5-DIPHOSPHO-2-C			CDP-methyl-D-erythritol	
4-CYTIDINE-5-DIPHOSPHO-2-C			4-diphosphocytidyl-2C-methyl-D-erythritol	
4-CYTIDINE-5-DIPHOSPHO-2-C			4-diphosphocytidyl-2-C-methylerythritol	
3-MERCAPTO-PYRUVATE	InChIKey=OJOLFAIGOXZBCI-UHFFFAOYSA-M	119.115    	3-mercaptopyruvate	C(C(C(=O)[O-])=O)S
3-MERCAPTO-PYRUVATE			mercaptopyruvate	
3-MERCAPTO-PYRUVATE			3-mercaptopyruvic acid	
3-MERCAPTO-PYRUVATE			&beta;-thiopyruvate	
3-MERCAPTO-PYRUVATE			&beta;-mercaptopyruvate	
MUTATED-TRNA			mutated tRNA	
CPD-10279	InChIKey=NDDZLVOCGALPLR-GNSUAQHMSA-J	1086.076    	docosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-10279			behenoyl CoA	
CPD-17402	InChIKey=XTSCLYCOOJHTTR-KTFRUSDTSA-J	1085.989    	(3R)-hydroxy-auricoloyl-CoA	CCC=CCCC(O)CC=CCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-17402			(3R)-hydroxy-(11Z,17Z)-14R-hydroxy-icosa-11,17-dienoyl-CoA	
Aromatic-Oxoacids			an aromatic oxo-acid	
LOGANIN	InChIKey=AMBQHHVBBHTQBF-UOUCRYGSSA-N	390.386    	loganin	CC1(C(O)C[CH]3([CH]1C(OC2(OC(CO)C(O)C(O)C(O)2))OC=C(C(OC)=O)3))
2-R-HYDROXYPROPYL-COM	InChIKey=QWNJCCLFGYAGRK-RXMQYKEDSA-M	199.259    	2-(R)-hydroxypropyl-CoM	CC(O)CSCCS(=O)(=O)[O-]
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE	InChIKey=PMCOGCVKOAOZQM-XVFCMESISA-M	312.196    	2-(formamido)-N1-(5-phospho-&beta;-D-ribosyl)acetamidine	C(NC=O)C(=[N+])NC1(C(O)C(O)C(COP([O-])(=O)[O-])O1)
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE			5-phosphoribosyl-N-formylglycineamidine	
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE			5'-phosphoribosyl-N-formyl glycineamidine	
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE			FGAM	
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE			5'-phosphoribosylformylglycinamidine	
DIAMINONONANOATE	InChIKey=KCEGBPIYGIWCDH-UHFFFAOYSA-O	189.277    	7,8-diaminopelargonate	CC(C(CCCCCC([O-])=O)[N+])[N+]
DIAMINONONANOATE			7,8-diaminononanoate	
DIAMINONONANOATE			DAPA	
CPD-237	InChIKey=ZOAMBXDOGPRZLP-UHFFFAOYSA-N	174.202    	indole-3-acetamide	C1(=C(CC(N)=O)C2(=CC=CC=C(N1)2))
CPD-237			1H-indole-3-acetamide	
CPD-237			indoleacetamide	
CPD-237			(indol-3-yl)acetamide	
Very-Long-Chain-oxoacyl-CoAs			a very-long-chain oxoacyl-CoA	
CPDQT-38	InChIKey=YBISUHXEJDGADQ-UHFFFAOYSA-L	248.293    	3-(5'-methylthio)pentylmalate	CSCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPDQT-38			3-(5'-methylthio)pentylmalic acid	
CPD-12179			methylmalonate semialdehyde	
CPD-12179			2-methyl-3-oxopropanoate	
CPD-12179			CH3-malonate-semialdehyde	
Very-long-Chain-234-Saturated-acyl-CoAs			a very-long-chain 2,3,4-saturated fatty acyl CoA	
3-METHYL-CROTONYL-COA	InChIKey=BXIPALATIYNHJN-ZMHDXICWSA-J	845.604    	3-methylcrotonyl-CoA	CC(=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])C
3-METHYL-CROTONYL-COA			&beta;-methylcrotonoyl-CoA	
3-METHYL-CROTONYL-COA			3-methylbut-2-enoyl-CoA	
CPD-12180	InChIKey=KBVPPTKWCRMUEW-KEJNSVKLSA-J	981.711    	feruloylacetyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C=CC1(C=CC(O)=C(OC)C=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]
CPD-12180			feruloyl-diketide-CoA	
NAD-P-OR-NOP			NAD(P)+	
NAD-P-OR-NOP			NAD(P)	
NAD-P-OR-NOP			&beta;-NAD(P)+	
FMN	InChIKey=ANKZYBDXHMZBDK-SCRDCRAPSA-K	453.324    	FMN	CC2(=CC1(N=C3(C(=O)[N-]C(=O)N=C(N(CC(O)C(O)C(O)COP([O-])(=O)[O-])C=1C=C(C)2)3)))
FMN			flavin mononucleotide	
FMN			riboflavin 5'-phosphate	
Very-long-chain-fatty-acids			a very-long-chain fatty acid	
Very-long-chain-fatty-acids			VLCFA	
Sterols			a sterol	
Aryl-Alcohol			a phenol	
Aryl-Alcohol			an aromatic alcohol	
Aryl-Alcohol			aryl alcohol	
Aryl-Alcohol			an aryl alcohol	
CPD-17403	InChIKey=GCCBKKQIEMQVGW-PKAYEDJNSA-J	1067.974    	(2E,11Z,17Z)-14R-hydroxy-icosa-11,17-trienoyl-CoA	CCC=CCCC(O)CC=CCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
GDP-MANNOSE	InChIKey=MVMSCBBUIHUTGJ-GDJBGNAASA-L	603.329    	GDP-&alpha;-D-mannose	C(OP([O-])(=O)OP([O-])(=O)OC1(OC(C(O)C(O)C(O)1)CO))C2(C(O)C(O)C(O2)N4(C=NC3(C(=O)NC(N)=NC=34)))
GDP-MANNOSE			guanosine pyrophosphate mannose	
GDP-MANNOSE			guanosine diphosphomannose	
GDP-MANNOSE			guanosine diphosphate mannose	
GDP-MANNOSE			GDP-mannose	
MYO-INOSITOL	InChIKey=CDAISMWEOUEBRE-GPIVLXJGSA-N	180.157    	myo-inositol	C1(C(C(C(C(C1O)O)O)O)O)O
MYO-INOSITOL			cis-1,2,3,5-trans-4,6-Cyclohexanehexol	
MYO-INOSITOL			dambose	
MYO-INOSITOL			mesoinositol	
MYO-INOSITOL			meso-inositol	
MYO-INOSITOL			M-inositol	
MYO-INOSITOL			1,2,3,5/4,6 inositol	
CPD-10280	InChIKey=MOYMQYZWIUKGGY-JBKAVQFISA-J	1114.129    	lignoceroyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1(C(OP(=O)([O-])[O-])C(O)C(O1)N3(C=NC2(C(N)=NC=NC=23))))=O
4-FUMARYL-ACETOACETATE	InChIKey=GACSIVHAIFQKTC-OWOJBTEDSA-L	198.132    	4-fumaryl-acetoacetate	C([O-])(=O)C=CC(=O)CC(=O)CC([O-])=O
CPDQT-39	InChIKey=LQQZHLHCFSCJCU-UHFFFAOYSA-L	262.32    	3-(6'-methylthio)hexylmalate	CSCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPDQT-39			3-(6'-methylthio)hexylmalic acid	
Aryl-Aldehyde			an aryl aldehyde	
Aryl-Aldehyde			an aromatic aldehyde	
Steryl-Esters			a steryl-ester	
Steryl-Esters			a sterol ester	
CPD-12491	InChIKey=PWRKXLBZLTYQGN-UHFFFAOYSA-N	140.2    	phenylmethanesulfenate	C(SO)C1(=CC=CC=C1)
CPD-12491			phenylmethanesulfenic acid	
CPD-12491			PMSA	
CPD-17404			a [glycerolipid]-(11Z)-eicosenoate	
2-S-HYDROXYPROPYL-COM	InChIKey=QWNJCCLFGYAGRK-YFKPBYRVSA-M	199.259    	2-(S)-hydroxypropyl-CoM	CC(O)CSCCS(=O)(=O)[O-]
CPD-17423	InChIKey=UVUXOAGEDRREKG-DPVSGNNYSA-N	181.206    	2-hydroxyethiin	C(CO)S(=O)CC([N+])C([O-])=O
FMNH2	InChIKey=YTNIXZGTHTVJBW-SCRDCRAPSA-L	456.348    	FMNH2	CC2(=CC1(NC3(C(=O)NC(=O)NC(N(CC(O)C(O)C(O)COP([O-])(=O)[O-])C=1C=C(C)2)=3)))
FMNH2			Reduced FMN	
FMNH2			reduced flavin mononucleotide	
VibB			an apo-[VibB aryl-carrier protein]	
GDP-TP	InChIKey=KCPMACXZAITQAX-UUOKFMHZSA-H	677.095    	pppGpp	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])C1(OC(C(O)C(OP([O-])(=O)OP(O)([O-])=O)1)N3(C=NC2(C(=O)NC(N)=NC=23)))
GDP-TP			guanosine pentaphosphate	
GDP-TP			guanosine 3'-diphosphate 5'-triphosphate	
GDP-TP			guanosine 5'-triphosphate,3'-diphosphate	
CPD-10283	InChIKey=RKCOGGUHKPTOQJ-GNSUAQHMSA-J	1100.059    	3-oxo-behenoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1(C(OP(=O)([O-])[O-])C(O)C(O1)N3(C=NC2(C(N)=NC=NC=23))))=O
CPD-10283			3-oxo-docosanoyl-CoA	
Acetylxylan			acetylxylan	
CPD-35	InChIKey=UZTFMUBKZQVKLK-UHFFFAOYSA-M	144.15    	4-acetamidobutanoate	CC(=O)NCCCC(=O)[O-]
CPD-35			N-acetyl-4-aminobutyrate	
CPD-35			N-acetyl-&gamma;-aminobutyrate	
5-Phospho-DNA			a 5'-phospho-[DNA]	
CPD-238	InChIKey=LSBDFXRDZJMBSC-UHFFFAOYSA-N	135.165    	2-phenylacetamide	C(CC1(C=CC=CC=1))(N)=O
CPD-238			phenylacetamide	
CPD-238			N-phenylacetamide	
CPD-238			2-acetanilide	
CPD-238			acetanilide	
CPD-12184	InChIKey=FZWJGTSJBJBNKS-VXOUJYIYSA-J	951.685    	4-coumaroylacetyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C=CC1(C=CC(O)=CC=1))COP(=O)([O-])OP(=O)([O-])OCC2(C(OP(=O)([O-])[O-])C(O)C(O2)N4(C=NC3(C(N)=NC=NC=34)))
CPD-12184			p-coumaroyl-diketide-coenzyme A	
CPD-12184			p-coumaroyl-diketide-CoA	
CPD-12184			4-coumaroyl-diketide-coenzyme A	
CPD-12184			4-coumaroyl-diketide-CoA	
CPDQT-4	InChIKey=HXXFSFRBOHSIMQ-SXUWKVJYSA-L	258.121    	&beta;-L-galactose 1-phosphate	C(O)C1(C(O)C(O)C(O)C(OP([O-])([O-])=O)O1)
CPD-356	InChIKey=CUOKHACJLGPRHD-JJYYJPOSSA-N	148.115    	D-arabinono-1,4-lactone	C(O)C1(OC(=O)C(O)C(O)1)
TOLUENE	InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N	92.14    	toluene	CC1(C=CC=CC=1)
TOLUENE			monomethyl benzene	
TOLUENE			antisal 1a	
TOLUENE			tolu-sol	
TOLUENE			methacide	
TOLUENE			phenyl methane	
TOLUENE			methylbenzene	
TOLUENE			toluol	
DPG	InChIKey=LJQLQCAXBUHEAZ-UWTATZPHSA-J	262.006    	1,3-bisphospho-D-glycerate	C(C(O)C(OP(=O)([O-])[O-])=O)OP(=O)([O-])[O-]
DPG			3-phospho-D-glyceroyl-phosphate	
DPG			3-phosphoglyceroyl-P	
DPG			P-glyceroyl-P	
DPG			phosphoglyceroyl-P	
DPG			3-phosphoglyceroyl-phosphate	
DPG			3-P-glyceroyl-P	
DPG			DPG	
DPG			13-DPG	
DPG			glycerate 1,3-bisphosphate	
DPG			3-phosphonato-D-glyceroyl phosphate	
CPD-17424	InChIKey=BYMHPNQECCIGDF-UHFFFAOYSA-N	94.128    	2-(hydroxysulfanyl)ethanol	C(O)CSO
CPDQT-40	InChIKey=SXLJFGXGVBWOOB-UHFFFAOYSA-L	276.347    	3-(7'-methylthio)heptylmalate	CSCCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPDQT-40			3-(7'-methylthio)heptylmalic acid	
2-TRANS6-TRANS-FARNESAL	InChIKey=YHRUHBBTQZKMEX-YFVJMOTDSA-N	220.354    	(2E,6E)-farnesal	CC(C)=CCCC(C)=CCCC(C)=C[CH]=O
2-TRANS6-TRANS-FARNESAL			(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal	
2-TRANS6-TRANS-FARNESAL			(2-trans,6-trans)-3,7,11-trimethyldodeca-2,6,10-trienal	
2-TRANS6-TRANS-FARNESAL			(2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrienal	
2-TRANS6-TRANS-FARNESAL			E,E-farnesal	
2-TRANS6-TRANS-FARNESAL			2-trans-6-trans-farnesal	
CPD-12187	InChIKey=UEPVWRDHSPMIAZ-IZTHOABVSA-N	338.359    	demethoxycurcumin	COC1(C=C(C=CC=1O)C=CC(=CC(=O)C=CC2(C=CC(O)=CC=2))O)
CPD-12187			desmethoxycurcumin	
CPD-12187			monodemethoxycurcumin	
CPD-10284	InChIKey=IQNFBGHLIVBNOU-QSGBVPJFSA-J	987.845    	3-oxo-myristoyl-CoA	CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-10284			3-oxotetradecanoyl-CoA	
Aryl-Sulfate			a phenol sulfate	
Aryl-Sulfate			an aromatic sulfate	
Aryl-Sulfate			an aryl sulfate	
UREA	InChIKey=XSQUKJJJFZCRTK-UHFFFAOYSA-N	60.055    	urea	C(=O)(N)N
UREA			bromisovalum	
UREA			carmol	
UREA			basodexan	
UREA			carbamide	
2-TRANS6-TRANS-FARNESOL	InChIKey=CRDAMVZIKSXKFV-YFVJMOTDSA-N	222.37    	(2E,6E)-farnesol	CC(C)=CCCC(C)=CCCC(C)=CCO
2-TRANS6-TRANS-FARNESOL			(E,E,)-farnesol	
2-TRANS6-TRANS-FARNESOL			(E,E,)-3,7,11-trimethyl-2,6,10-dodecatrien-1-ol	
2-TRANS6-TRANS-FARNESOL			2-trans-S-6-trans-farnesol	
2-TRANS6-TRANS-FARNESOL			2-trans,6-trans-farnesol	
2-TRANS6-TRANS-FARNESOL			all-trans farnesol	
CPD-17426	InChIKey=VLGWYKOEXANHJT-UHFFFAOYSA-N	64.102    	methanesulfenate	CSO
CPD-17426			methanesulfenic acid	
3-METHYLBENZYL-ALCOHOL	InChIKey=JJCKHVUTVOPLBV-UHFFFAOYSA-N	122.166    	3-methylbenzyl alcohol	CC1(C=C(C=CC=1)CO)
3-METHYLBENZYL-ALCOHOL			m-methylbenzyl alcohol	
3-METHYLBENZYL-ALCOHOL			m-tolyl carbinol	
3-METHYLBENZYL-ALCOHOL			3-methyl-benzenemethanol	
CPD-3571	InChIKey=KQTIIICEAUMSDG-UHFFFAOYSA-K	173.102    	propane-1,2,3-tricarboxylate	C(C(=O)[O-])C(C(=O)[O-])CC(=O)[O-]
CPD-3571			propane 1,2,3-tricarboxylic acid	
CPD-3571			beta-carboxyglutaric acid	
CPD-3571			tricarballylate	
CPD-3571			tricarballylic acid	
CPD-3571			1,2,3-propanetricarboxylic acid	
5-Phospho-RNA			a 5'-phospho-ribonucleoside-[RNA]	
5-Phospho-RNA			an RNA with a 5'-monophosphate	
Aryl-beta-D-Glucosides			an aryl &beta;-D-glucoside	
CPD-12511	InChIKey=QGNZSCRNMXQWNR-IAZOVDBXSA-L	534.263    	UDP-&beta;-L-arabinofuranose	C(O)C1(C(O)C(O)C(O1)OP(=O)([O-])OP(=O)([O-])OCC2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3)))
4-GUANIDO-BUTYRAMIDE	InChIKey=YHVFECVVGNXFKO-UHFFFAOYSA-O	145.184    	4-guanidinobutyramide	C(NC(N)=[N+])CCC(=O)N
4-GUANIDO-BUTYRAMIDE			4-guanidinobutanamide	
4-GUANIDO-BUTYRAMIDE			4-guanidobutanamide	
4-GUANIDO-BUTYRAMIDE			4-guanido-butyramide	
4-GUANIDO-BUTYRAMIDE			&gamma;-guanidinobutyramide	
5-Phospho-terminated-DNAs			a 5'-phospho-[DNA]	
5-Phospho-terminated-DNAs			a 5'-phospho terminated DNA	
5-Phospho-terminated-DNAs			an DNA with 5'-terminal-phosphate	
CPD-245	InChIKey=KJOVGYUGXHIVAY-BXTBVDPRSA-K	183.097    	3-carboxy-cis,cis-muconate	C(=O)(C=CC(C([O-])=O)=CC(=O)[O-])[O-]
CPD-245			cis,cis-butadiene-1,2,4-tricarboxylate	
CPD-245			&beta;-carboxy-cis,cis-muconate	
CPD-245			(1E,3Z)-buta-1,3-diene-1,2,4-tricarboxylate	
5-Phosphomononucleotides			a 5'-phosphomononucleotide	
CPDQT-41	InChIKey=IEZWLIJBCDCGEU-UHFFFAOYSA-M	231.329    	10-(methylthio)-2-oxodecanoate	CSCCCCCCCCC(=O)C([O-])=O
CPDQT-41			10-(methylthio)-2-oxo-decanoic acid	
CPD-12513	InChIKey=DQQDLYVHOTZLOR-IAZOVDBXSA-L	534.263    	UDP-&beta;-L-arabinopyranose	C3(OC(OP(=O)([O-])OP(=O)([O-])OCC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)))C(O)C(O)C(O)3)
CPDQT-411	InChIKey=UDHXDZYDFAVOEH-UHFFFAOYSA-N	179.295    	5-(methylthio)pentyl-thiohydroximate	CSCCCCC(=NO)S
3-METHYLSULFINYLPROPYL-GLUCOSINOLATE	InChIKey=PHYYADMVYQURSX-WWFIZPDBSA-M	422.46    	glucoiberin	CS(=O)CCCC(=NOS(=O)(=O)[O-])SC1(OC(CO)C(O)C(O)C(O)1)
3-METHYLSULFINYLPROPYL-GLUCOSINOLATE			3-(methylsulfinyl)propyl glucosinolate	
3-METHYLSULFINYLPROPYL-GLUCOSINOLATE			3-(methylsulfinyl)propyl-glucosinolate	
CPD-10285	InChIKey=VNBRFEUEYRHQBM-OPEBEUCHSA-N	426.724    	marneral	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)(C(C)CCC(=C(C)C)C(CCC=O)1)
Activated-Factor-B			an activated factor B	
2-hydroxyacyl-glutathiones			S-(2-hydroxyacyl)glutathione	
5-methylcytosine2870-in-25S-rRNA			a 5-methylcytosine2870 in 25S rRNA	
CPD-12188	InChIKey=YXAKCQIIROBKOP-HSSGTREWSA-N	308.333    	bisdemethoxycurcumin	C1(C=C(C=CC=1C=CC(=CC(=O)C=CC2(C=CC(O)=CC=2))O)O)
5-phosphooligonucleotides			a 5'-phosphooligonucleotide	
NADH	InChIKey=BOPGDPNILDQYTO-NNYOXOHSSA-L	663.43    	NADH	C1(=C(CC=CN1C5(OC(COP(=O)([O-])OP(=O)([O-])OCC2(OC(C(O)C(O)2)N4(C=NC3(C(N)=NC=NC=34))))C(O)C(O)5))C(N)=O)
NADH			NADH2	
NADH			dihydrodiphosphopyridine nucleotide	
NADH			diphosphopyridine nucleotide reduced	
NADH			dihydronicotinamide adenine dinucleotide	
NADH			nicotinamide adenine dinucleotide reduced	
NADH			NAD-reduced	
NADH			NADH+H+	
NADH			DPNH	
NADH			&beta;-NADH	
WATER	InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N	18.015    	H2O	[OH2]
WATER			hydrogen oxide	
WATER			water	
CPDQT-412	InChIKey=HZGWSMQRHPTXFL-UHFFFAOYSA-N	193.322    	6-(methylthio)hexyl-thiohydroximate	CSCCCCCC(S)=NO
BIO-5-AMP	InChIKey=UTQCSTJVMLODHM-RHCAYAJFSA-M	572.509    	biotinyl-5'-adenylate	C(C3(C(C(C(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O)O))OP([O-])(=O)OC(=O)CCCCC4(SC[CH]5(NC(=O)N[CH]45))
BIO-5-AMP			biotinyl-5'-AMP	
