gene	organism	chromosome	start	end
At2g26300	Arabidopsis thaliana	Chr2	11196995	11201102	
At4g26870	Arabidopsis thaliana	Chr4	13505330	13507870	
At2g16575	Arabidopsis thaliana	Chr2	7184651	7185245	
At1g53060	Arabidopsis thaliana	Chr1	19776051	19776780	
At4g36515	Arabidopsis thaliana	Chr4	17229553	17230296	
At4g36510	Arabidopsis thaliana	Chr4	17228776	17229451	
At1g57990	Arabidopsis thaliana	Chr1	21441504	21442920	
At5g07360	Arabidopsis thaliana	Chr5	2326703	2330142	
At5g03860	Arabidopsis thaliana	Chr5	1032102	1034570	
At4g30825	Arabidopsis thaliana	Chr4	15009604	15012319	
At4g30820	Arabidopsis thaliana	Chr4	15006488	15008546	
At5g60200	Arabidopsis thaliana	Chr5	24240974	24242523	
At3g54610	Arabidopsis thaliana	Chr3	20213559	20217653	
At2g34880	Arabidopsis thaliana	Chr2	14711879	14716634	
At3g60880	Arabidopsis thaliana	Chr3	22494851	22496697	
At3g58100	Arabidopsis thaliana	Chr3	21515198	21516487	
Atcg00680	Arabidopsis thaliana	Chrc	72370	73897	
At4g08140	Arabidopsis thaliana	Chr4	5135672	5136140	
At4g23340	Arabidopsis thaliana	Chr4	12195452	12196793	
At1g73640	Arabidopsis thaliana	Chr1	27686991	27688127	
At1g20740	Arabidopsis thaliana	Chr1	7200393	7201538	
At4g21670	Arabidopsis thaliana	Chr4	11511114	11517396	
At4g11930	Arabidopsis thaliana	Chr4	7164903	7165722	
At1g72590	Arabidopsis thaliana	Chr1	27335600	27337072	
At3g10080	Arabidopsis thaliana	Chr3	3107274	3108177	
At1g56110	Arabidopsis thaliana	Chr1	20984388	20986951	
At3g43160	Arabidopsis thaliana	Chr3	15166560	15168225	
At2g34770	Arabidopsis thaliana	Chr2	14665666	14668250	
At2g25650	Arabidopsis thaliana	Chr2	10914585	10916216	
Atmg01170	Arabidopsis thaliana	Chrm	296819	298204	
At1g79110	Arabidopsis thaliana	Chr1	29759157	29760691	
At1g74340	Arabidopsis thaliana	Chr1	27948122	27951668	
At5g57290	Arabidopsis thaliana	Chr5	23206801	23207926	
At1g47530	Arabidopsis thaliana	Chr1	17451679	17454421	
At2g30250	Arabidopsis thaliana	Chr2	12903235	12905198	
At3g10550	Arabidopsis thaliana	Chr3	3292898	3298522	
At1g05577	Arabidopsis thaliana	Chr1	1662369	1664398	
At1g05575	Arabidopsis thaliana	Chr1	1661690	1662187	
At1g01050	Arabidopsis thaliana	Chr1	31169	33153	
At1g05570	Arabidopsis thaliana	Chr1	1647705	1659437	
At4g23960	Arabidopsis thaliana	Chr4	12444764	12445323	
At1g69740	Arabidopsis thaliana	Chr1	26231803	26234963	
At1g78440	Arabidopsis thaliana	Chr1	29511598	29513051	
At5g10020	Arabidopsis thaliana	Chr5	3133260	3137242	
At3g56610	Arabidopsis thaliana	Chr3	20971585	20972084	
At4g27040	Arabidopsis thaliana	Chr4	13572888	13575538	
At1g43650	Arabidopsis thaliana	Chr1	16443684	16446852	
At1g48600	Arabidopsis thaliana	Chr1	17965870	17969354	
At1g48605	Arabidopsis thaliana	Chr1	17969394	17970282	
At3g52970	Arabidopsis thaliana	Chr3	19641305	19643282	
At4g05631	Arabidopsis thaliana	Chr4	2990005	2992618	
At4g31880	Arabidopsis thaliana	Chr4	15419403	15424183	
At4g05632	Arabidopsis thaliana	Chr4	3001663	3002411	
At1g78995	Arabidopsis thaliana	Chr1	29715078	29716111	
At3g01410	Arabidopsis thaliana	Chr3	153355	155642	
At2g28305	Arabidopsis thaliana	Chr2	12081112	12084664	
At1g78990	Arabidopsis thaliana	Chr1	29713530	29714969	
At4g33030	Arabidopsis thaliana	Chr4	15935415	15937807	
At1g44920	Arabidopsis thaliana	Chr1	16982903	16984419	
At4g32680	Arabidopsis thaliana	Chr4	15763236	15765114	
At3g18700	Arabidopsis thaliana	Chr3	6431721	6432905	
At3g54040	Arabidopsis thaliana	Chr3	20013760	20015437	
At2g38080	Arabidopsis thaliana	Chr2	15934459	15937616	
At4g05180	Arabidopsis thaliana	Chr4	2671821	2673243	
At5g63850	Arabidopsis thaliana	Chr5	25551054	25553520	
At5g50801	Arabidopsis thaliana	Chr5	20668112	20668268	
At5g50800	Arabidopsis thaliana	Chr5	20665076	20667304	
At3g02260	Arabidopsis thaliana	Chr3	430983	448489	
At1g02500	Arabidopsis thaliana	Chr1	518250	520437	
At5g24460	Arabidopsis thaliana	Chr5	8354698	8355874	
At1g75900	Arabidopsis thaliana	Chr1	28499059	28501138	
At2g33500	Arabidopsis thaliana	Chr2	14187986	14190254	
At4g33010	Arabidopsis thaliana	Chr4	15926669	15931332	
At1g68907	Arabidopsis thaliana	Chr1	25907507	25907891	
At1g68905	Arabidopsis thaliana	Chr1	25906715	25907092	
At2g39020	Arabidopsis thaliana	Chr2	16295314	16296328	
At1g06080	Arabidopsis thaliana	Chr1	1843567	1846302	
At3g57530	Arabidopsis thaliana	Chr3	21296553	21299591	
At3g44240	Arabidopsis thaliana	Chr3	15940183	15940903	
At2g31610	Arabidopsis thaliana	Chr2	13450301	13451923	
At2g18250	Arabidopsis thaliana	Chr2	7939906	7941678	
At5g52520	Arabidopsis thaliana	Chr5	21311062	21314180	
At1g59780	Arabidopsis thaliana	Chr1	21993580	21997691	
At4g04580	Arabidopsis thaliana	Chr4	2293760	2294906	
At3g02190	Arabidopsis thaliana	Chr3	405815	406401	
At4g28170	Arabidopsis thaliana	Chr4	13981634	13982837	
At1g09300	Arabidopsis thaliana	Chr1	3003918	3008213	
At1g76450	Arabidopsis thaliana	Chr1	28684550	28686244	
At5g17080	Arabidopsis thaliana	Chr5	5619593	5620949	
At2g44240	Arabidopsis thaliana	Chr2	18289823	18292345	
At4g19330	Arabidopsis thaliana	Chr4	10554981	10558675	
At3g15880	Arabidopsis thaliana	Chr3	5364080	5372289	
At1g49260	Arabidopsis thaliana	Chr1	18225869	18226967	
At3g58920	Arabidopsis thaliana	Chr3	21776292	21777988	
At1g70850	Arabidopsis thaliana	Chr1	26715182	26716829	
At3g19540	Arabidopsis thaliana	Chr3	6780618	6783166	
At4g19191	Arabidopsis thaliana	Chr4	10496227	10498192	
At5g13700	Arabidopsis thaliana	Chr5	4420068	4423033	
At2g47910	Arabidopsis thaliana	Chr2	19614728	19615769	
At4g08920	Arabidopsis thaliana	Chr4	5724102	5727253	
At4g19190	Arabidopsis thaliana	Chr4	10493246	10496160	
At3g07010	Arabidopsis thaliana	Chr3	2212727	2216483	
At1g30870	Arabidopsis thaliana	Chr1	10991484	10993023	
At5g45800	Arabidopsis thaliana	Chr5	18575535	18579107	
At1g65500	Arabidopsis thaliana	Chr1	24357866	24358616	
At1g54400	Arabidopsis thaliana	Chr1	20307666	20308768	
At2g41540	Arabidopsis thaliana	Chr2	17326169	17328902	
At2g44790	Arabidopsis thaliana	Chr2	18461905	18463309	
At5g21160	Arabidopsis thaliana	Chr5	7198776	7204097	
At1g31470	Arabidopsis thaliana	Chr1	11262917	11264963	
At2g40490	Arabidopsis thaliana	Chr2	16912844	16915177	
At2g37510	Arabidopsis thaliana	Chr2	15742991	15744541	
At1g27960	Arabidopsis thaliana	Chr1	9742187	9745787	
At1g71100	Arabidopsis thaliana	Chr1	26814631	26815671	
At1g06330	Arabidopsis thaliana	Chr1	1931670	1932266	
At5g54270	Arabidopsis thaliana	Chr5	22038272	22039568	
At5g53720	Arabidopsis thaliana	Chr5	21806621	21807012	
Atcg00150	Arabidopsis thaliana	Chrc	14020	14770	
At1g62990	Arabidopsis thaliana	Chr1	23337364	23340688	
At1g07060	Arabidopsis thaliana	Chr1	2167106	2168397	
At5g45610	Arabidopsis thaliana	Chr5	18496310	18499673	
At3g60480	Arabidopsis thaliana	Chr3	22347450	22348239	
At2g35612	Arabidopsis thaliana	Chr2	14955240	14955501	
At5g51380	Arabidopsis thaliana	Chr5	20875875	20877989	
At2g35610	Arabidopsis thaliana	Chr2	14947364	14951247	
At1g10230	Arabidopsis thaliana	Chr1	3355570	3356359	
At2g35615	Arabidopsis thaliana	Chr2	14959390	14960734	
At5g12070	Arabidopsis thaliana	Chr5	3896949	3897408	
At5g16750	Arabidopsis thaliana	Chr5	5504345	5509343	
At2g04680	Arabidopsis thaliana	Chr2	1640139	1642209	
At4g31300	Arabidopsis thaliana	Chr4	15188762	15191153	
At3g09310	Arabidopsis thaliana	Chr3	2860401	2861359	
At4g20080	Arabidopsis thaliana	Chr4	10865294	10867619	
At5g15220	Arabidopsis thaliana	Chr5	4941243	4942483	
At5g18610	Arabidopsis thaliana	Chr5	6192442	6195753	
At2g47260	Arabidopsis thaliana	Chr2	19404819	19407084	
At1g47760	Arabidopsis thaliana	Chr1	17572450	17573159	
At3g08950	Arabidopsis thaliana	Chr3	2727214	2729601	
At1g47765	Arabidopsis thaliana	Chr1	17574905	17576092	
At1g34640	Arabidopsis thaliana	Chr1	12687551	12688543	
At2g38860	Arabidopsis thaliana	Chr2	16233314	16235234	
At2g04350	Arabidopsis thaliana	Chr2	1515804	1519308	
At2g46790	Arabidopsis thaliana	Chr2	19232648	19235087	
At3g04090	Arabidopsis thaliana	Chr3	1072091	1074160	
At4g00460	Arabidopsis thaliana	Chr4	211116	213697	
At4g00467	Arabidopsis thaliana	Chr4	214845	216076	
At4g20550	Arabidopsis thaliana	Chr4	11055144	11057493	
At1g24430	Arabidopsis thaliana	Chr1	8658002	8659506	
At5g50380	Arabidopsis thaliana	Chr5	20516111	20518573	
At3g05320	Arabidopsis thaliana	Chr3	1513449	1514895	
At1g61970	Arabidopsis thaliana	Chr1	22904485	22907630	
At3g26900	Arabidopsis thaliana	Chr3	9912208	9914514	
At3g05327	Arabidopsis thaliana	Chr3	1517418	1518554	
At1g36640	Arabidopsis thaliana	Chr1	13853170	13853687	
At5g49490	Arabidopsis thaliana	Chr5	20075327	20076185	
At1g26360	Arabidopsis thaliana	Chr1	9118947	9121217	
At5g36920	Arabidopsis thaliana	Chr5	14564391	14564971	
At5g52890	Arabidopsis thaliana	Chr5	21444834	21447240	
At1g47497	Arabidopsis thaliana	Chr1	17431008	17432133	
At1g47495	Arabidopsis thaliana	Chr1	17428944	17429813	
At1g22870	Arabidopsis thaliana	Chr1	8089500	8094173	
At1g47490	Arabidopsis thaliana	Chr1	17424668	17427475	
At1g33030	Arabidopsis thaliana	Chr1	11964775	11966276	
At4g32140	Arabidopsis thaliana	Chr4	15522883	15525448	
Atmg00650	Arabidopsis thaliana	Chrm	188928	189231	
At5g50030	Arabidopsis thaliana	Chr5	20354588	20355627	
At4g36650	Arabidopsis thaliana	Chr4	17283133	17285599	
At1g14820	Arabidopsis thaliana	Chr1	5105113	5106954	
At5g46770	Arabidopsis thaliana	Chr5	18977407	18978160	
At3g21480	Arabidopsis thaliana	Chr3	7567729	7572161	
At5g46040	Arabidopsis thaliana	Chr5	18671396	18673551	
At5g42060	Arabidopsis thaliana	Chr5	16818387	16818955	
At2g46130	Arabidopsis thaliana	Chr2	18957225	18957911	
At3g20680	Arabidopsis thaliana	Chr3	7230067	7231194	
At4g18870	Arabidopsis thaliana	Chr4	10346167	10347228	
At1g74330	Arabidopsis thaliana	Chr1	27943617	27947109	
At5g11030	Arabidopsis thaliana	Chr5	3490832	3495132	
At1g22290	Arabidopsis thaliana	Chr1	7876639	7877962	
At5g10340	Arabidopsis thaliana	Chr5	3253121	3255045	
At2g05970	Arabidopsis thaliana	Chr2	2308650	2309784	
At3g28080	Arabidopsis thaliana	Chr3	10451517	10455267	
At4g37010	Arabidopsis thaliana	Chr4	17444308	17445615	
At2g13610	Arabidopsis thaliana	Chr2	5673687	5675831	
At3g20530	Arabidopsis thaliana	Chr3	7166046	7167929	
At1g32340	Arabidopsis thaliana	Chr1	11663069	11666058	
At3g17330	Arabidopsis thaliana	Chr3	5916939	5920188	
At4g03340	Arabidopsis thaliana	Chr4	1467726	1470080	
At1g25470	Arabidopsis thaliana	Chr1	8944608	8946628	
At1g25472	Arabidopsis thaliana	Chr1	8944608	8946628	
At3g62240	Arabidopsis thaliana	Chr3	23033441	23036765	
At4g19830	Arabidopsis thaliana	Chr4	10772401	10774023	
At3g16060	Arabidopsis thaliana	Chr3	5447342	5451527	
At4g02430	Arabidopsis thaliana	Chr4	1068973	1072183	
At1g22120	Arabidopsis thaliana	Chr1	7806308	7809632	
At5g04347	Arabidopsis thaliana	Chr5	1219827	1220612	
At1g27180	Arabidopsis thaliana	Chr1	9439858	9446106	
At1g33960	Arabidopsis thaliana	Chr1	12346231	12348513	
At5g47420	Arabidopsis thaliana	Chr5	19232835	19235059	
At5g51810	Arabidopsis thaliana	Chr5	21055187	21056808	
At1g45207	Arabidopsis thaliana	Chr1	17130350	17133548	
At2g29630	Arabidopsis thaliana	Chr2	12667033	12670311	
At1g13160	Arabidopsis thaliana	Chr1	4484583	4488577	
At1g13880	Arabidopsis thaliana	Chr1	4748872	4751212	
At1g17700	Arabidopsis thaliana	Chr1	6089516	6090323	
At5g35570	Arabidopsis thaliana	Chr5	13749710	13753458	
At5g17570	Arabidopsis thaliana	Chr5	5792925	5794792	
At4g13960	Arabidopsis thaliana	Chr4	8060680	8062231	
At3g25480	Arabidopsis thaliana	Chr3	9235195	9236607	
At4g13965	Arabidopsis thaliana	Chr4	8066137	8067577	
At4g13968	Arabidopsis thaliana	Chr4	8069133	8069901	
At2g20130	Arabidopsis thaliana	Chr2	8690367	8692420	
At1g16230	Arabidopsis thaliana	Chr1	5553466	5554324	
At2g18930	Arabidopsis thaliana	Chr2	8198777	8199072	
At1g77440	Arabidopsis thaliana	Chr1	29096234	29098393	
At2g18938	Arabidopsis thaliana	Chr2	8202215	8202690	
At1g29965	Arabidopsis thaliana	Chr1	10498309	10499462	
At1g29962	Arabidopsis thaliana	Chr1	10496729	10497287	
At1g29960	Arabidopsis thaliana	Chr1	10494706	10496170	
At1g28380	Arabidopsis thaliana	Chr1	9963592	9966320	
At2g20680	Arabidopsis thaliana	Chr2	8920466	8923173	
At3g11590	Arabidopsis thaliana	Chr3	3660376	3663734	
At3g63110	Arabidopsis thaliana	Chr3	23318075	23319540	
At1g67460	Arabidopsis thaliana	Chr1	25269625	25271861	
At3g22590	Arabidopsis thaliana	Chr3	8003933	8005579	
At4g34090	Arabidopsis thaliana	Chr4	16327930	16330215	
At1g50770	Arabidopsis thaliana	Chr1	18818558	18820503	
At1g12280	Arabidopsis thaliana	Chr1	4174874	4177559	
At1g23450	Arabidopsis thaliana	Chr1	8324697	8326695	
At3g26680	Arabidopsis thaliana	Chr3	9801307	9804282	
At1g11950	Arabidopsis thaliana	Chr1	4034586	4038758	
At1g63540	Arabidopsis thaliana	Chr1	23566957	23569495	
At1g35520	Arabidopsis thaliana	Chr1	13082818	13085830	
At5g41860	Arabidopsis thaliana	Chr5	16757950	16758718	
At3g11040	Arabidopsis thaliana	Chr3	3460142	3463312	
At3g29250	Arabidopsis thaliana	Chr3	11193658	11194993	
At1g16070	Arabidopsis thaliana	Chr1	5511873	5513896	
At1g12750	Arabidopsis thaliana	Chr1	4344984	4348327	
At2g23790	Arabidopsis thaliana	Chr2	10125367	10127521	
At1g29380	Arabidopsis thaliana	Chr1	10284120	10285970	
At2g27480	Arabidopsis thaliana	Chr2	11746719	11748051	
At1g23980	Arabidopsis thaliana	Chr1	8484702	8486002	
At1g76710	Arabidopsis thaliana	Chr1	28789728	28792676	
At4g39110	Arabidopsis thaliana	Chr4	18222482	18225119	
At5g07160	Arabidopsis thaliana	Chr5	2219970	2220709	
At5g42880	Arabidopsis thaliana	Chr5	17191576	17194131	
At3g47840	Arabidopsis thaliana	Chr3	17651911	17654032	
At5g02600	Arabidopsis thaliana	Chr5	584161	586906	
At3g51860	Arabidopsis thaliana	Chr3	19239426	19242913	
At1g21580	Arabidopsis thaliana	Chr1	7557261	7565803	
At3g49990	Arabidopsis thaliana	Chr3	18532322	18534274	
At4g10680	Arabidopsis thaliana	Chr4	6587520	6588069	
At1g60160	Arabidopsis thaliana	Chr1	22188113	22191395	
At1g29030	Arabidopsis thaliana	Chr1	10129034	10133961	
At4g11860	Arabidopsis thaliana	Chr4	7134083	7138503	
At4g18050	Arabidopsis thaliana	Chr4	10022204	10027415	
At4g35320	Arabidopsis thaliana	Chr4	16805868	16806655	
At5g13060	Arabidopsis thaliana	Chr5	4142957	4147091	
At1g20180	Arabidopsis thaliana	Chr1	6996209	6997943	
At5g04600	Arabidopsis thaliana	Chr5	1323635	1325627	
At5g08380	Arabidopsis thaliana	Chr5	2694676	2697724	
At1g51910	Arabidopsis thaliana	Chr1	19284276	19288385	
At5g16250	Arabidopsis thaliana	Chr5	5310094	5310951	
At1g51913	Arabidopsis thaliana	Chr1	19292908	19293339	
At5g19200	Arabidopsis thaliana	Chr5	6458952	6460856	
At1g51915	Arabidopsis thaliana	Chr1	19293477	19293969	
At4g10530	Arabidopsis thaliana	Chr4	6508599	6511670	
At1g19570	Arabidopsis thaliana	Chr1	6773301	6774528	
At4g24880	Arabidopsis thaliana	Chr4	12808519	12811377	
At1g11220	Arabidopsis thaliana	Chr1	3759861	3761165	
At4g11485	Arabidopsis thaliana	Chr4	6975281	6975945	
At5g22670	Arabidopsis thaliana	Chr5	7538191	7539685	
At3g27220	Arabidopsis thaliana	Chr3	10051611	10053678	
At4g11480	Arabidopsis thaliana	Chr4	6971407	6973799	
At4g01470	Arabidopsis thaliana	Chr4	625091	625850	
At1g04020	Arabidopsis thaliana	Chr1	1036536	1040224	
At1g05770	Arabidopsis thaliana	Chr1	1725387	1726283	
At5g23100	Arabidopsis thaliana	Chr5	7753433	7754759	
At3g10710	Arabidopsis thaliana	Chr3	3352288	3354237	
At3g20940	Arabidopsis thaliana	Chr3	7339716	7341655	
At4g00700	Arabidopsis thaliana	Chr4	286050	289514	
At1g01210	Arabidopsis thaliana	Chr1	88897	89745	
At2g29060	Arabidopsis thaliana	Chr2	12481743	12484087	
At1g53450	Arabidopsis thaliana	Chr1	19951234	19954115	
At5g07830	Arabidopsis thaliana	Chr5	2503322	2506688	
At3g46460	Arabidopsis thaliana	Chr3	17095877	17097452	
At4g15470	Arabidopsis thaliana	Chr4	8843566	8845810	
At5g36260	Arabidopsis thaliana	Chr5	14284954	14288333	
At4g15475	Arabidopsis thaliana	Chr4	8845874	8848869	
At4g00940	Arabidopsis thaliana	Chr4	403319	404810	
At1g04790	Arabidopsis thaliana	Chr1	1345035	1348451	
At4g27280	Arabidopsis thaliana	Chr4	13663575	13664240	
At3g47590	Arabidopsis thaliana	Chr3	17535758	17537530	
At5g56090	Arabidopsis thaliana	Chr5	22714517	22716835	
At1g08070	Arabidopsis thaliana	Chr1	2514191	2516605	
At1g19390	Arabidopsis thaliana	Chr1	6700771	6703368	
At2g29980	Arabidopsis thaliana	Chr2	12781590	12785053	
At1g19396	Arabidopsis thaliana	Chr1	6709777	6710345	
At1g19397	Arabidopsis thaliana	Chr1	6710960	6711787	
At1g19394	Arabidopsis thaliana	Chr1	6709772	6710670	
At3g50808	Arabidopsis thaliana	Chr3	18887613	18888047	
At5g09470	Arabidopsis thaliana	Chr5	2949240	2950513	
At3g50800	Arabidopsis thaliana	Chr3	18882303	18882999	
At5g24680	Arabidopsis thaliana	Chr5	8453601	8455518	
At5g18150	Arabidopsis thaliana	Chr5	6000013	6000331	
At1g18620	Arabidopsis thaliana	Chr1	6410032	6414451	
At1g61780	Arabidopsis thaliana	Chr1	22812614	22814153	
At3g06520	Arabidopsis thaliana	Chr3	2020283	2021955	
At5g66820	Arabidopsis thaliana	Chr5	26689055	26691114	
At4g26620	Arabidopsis thaliana	Chr4	13427410	13429964	
At1g02740	Arabidopsis thaliana	Chr1	599415	602038	
At3g61182	Arabidopsis thaliana	Chr3	22647770	22648168	
At3g61180	Arabidopsis thaliana	Chr3	22645565	22647667	
At4g21930	Arabidopsis thaliana	Chr4	11639756	11640583	
At5g36480	Arabidopsis thaliana	Chr5	14362019	14362376	
At1g52320	Arabidopsis thaliana	Chr1	19484354	19487433	
At1g55110	Arabidopsis thaliana	Chr1	20560283	20563171	
At1g52325	Arabidopsis thaliana	Chr1	19487792	19488418	
At2g44260	Arabidopsis thaliana	Chr2	18295837	18297867	
At3g12710	Arabidopsis thaliana	Chr3	4040323	4041982	
At4g12170	Arabidopsis thaliana	Chr4	7273966	7274727	
At5g40900	Arabidopsis thaliana	Chr5	16391835	16393375	
At1g66780	Arabidopsis thaliana	Chr1	24909212	24911485	
At2g31050	Arabidopsis thaliana	Chr2	13212149	13212752	
At3g61230	Arabidopsis thaliana	Chr3	22664424	22665597	
At3g17070	Arabidopsis thaliana	Chr3	5820960	5823199	
At4g28370	Arabidopsis thaliana	Chr4	14034653	14041322	
At1g02290	Arabidopsis thaliana	Chr1	450526	452737	
At5g46430	Arabidopsis thaliana	Chr5	18833266	18834564	
At3g53570	Arabidopsis thaliana	Chr3	19861299	19864499	
At5g05150	Arabidopsis thaliana	Chr5	1524840	1526199	
At1g66250	Arabidopsis thaliana	Chr1	24692893	24695515	
At1g31180	Arabidopsis thaliana	Chr1	11142713	11144633	
At2g28850	Arabidopsis thaliana	Chr2	12383479	12384961	
At3g44730	Arabidopsis thaliana	Chr3	16285740	16291048	
At3g44735	Arabidopsis thaliana	Chr3	16291193	16292152	
At4g12790	Arabidopsis thaliana	Chr4	7517054	7519422	
At4g24710	Arabidopsis thaliana	Chr4	12745546	12748995	
At5g25220	Arabidopsis thaliana	Chr5	8736073	8738584	
At5g48990	Arabidopsis thaliana	Chr5	19862288	19863625	
At4g13220	Arabidopsis thaliana	Chr4	7674287	7675313	
At5g22120	Arabidopsis thaliana	Chr5	7334377	7336814	
At5g61210	Arabidopsis thaliana	Chr5	24623298	24625631	
At5g01720	Arabidopsis thaliana	Chr5	266722	270483	
At1g54240	Arabidopsis thaliana	Chr1	20252781	20254708	
At4g14790	Arabidopsis thaliana	Chr4	8496030	8500152	
At1g36942	Arabidopsis thaliana	Chr1	14006146	14006341	
At5g06710	Arabidopsis thaliana	Chr5	2068064	2070361	
At3g58490	Arabidopsis thaliana	Chr3	21632811	21635101	
At5g64530	Arabidopsis thaliana	Chr5	25795232	25796938	
At3g62760	Arabidopsis thaliana	Chr3	23217424	23218246	
At3g03000	Arabidopsis thaliana	Chr3	677239	678084	
At1g03160	Arabidopsis thaliana	Chr1	761281	766153	
At1g79730	Arabidopsis thaliana	Chr1	30000537	30004005	
At1g51140	Arabidopsis thaliana	Chr1	18943456	18945753	
At1g06530	Arabidopsis thaliana	Chr1	2001593	2002596	
At5g47390	Arabidopsis thaliana	Chr5	19226789	19228858	
At1g07660	Arabidopsis thaliana	Chr1	2368836	2369734	
At5g65910	Arabidopsis thaliana	Chr5	26361439	26363460	
At4g14240	Arabidopsis thaliana	Chr4	8204346	8207408	
At5g23650	Arabidopsis thaliana	Chr5	7969811	7971019	
At5g56550	Arabidopsis thaliana	Chr5	22895615	22896653	
At2g30860	Arabidopsis thaliana	Chr2	13138996	13140245	
At4g31140	Arabidopsis thaliana	Chr4	15141199	15143391	
At4g16580	Arabidopsis thaliana	Chr4	9340992	9342846	
At2g33980	Arabidopsis thaliana	Chr2	14349763	14359840	
At3g09810	Arabidopsis thaliana	Chr3	3008693	3011437	
At5g45720	Arabidopsis thaliana	Chr5	18543192	18547129	
At1g16910	Arabidopsis thaliana	Chr1	5785002	5785927	
At2g15890	Arabidopsis thaliana	Chr2	6920368	6922025	
At3g49500	Arabidopsis thaliana	Chr3	18349160	18353624	
At3g42770	Arabidopsis thaliana	Chr3	14867121	14870083	
At1g16916	Arabidopsis thaliana	Chr1	5786559	5787112	
At1g75730	Arabidopsis thaliana	Chr1	28435705	28439667	
At5g58020	Arabidopsis thaliana	Chr5	23485499	23486818	
At3g43829	Arabidopsis thaliana	Chr3	15678708	15678855	
At5g07440	Arabidopsis thaliana	Chr5	2355936	2358194	
At3g46850	Arabidopsis thaliana	Chr3	17256337	17259442	
At1g54930	Arabidopsis thaliana	Chr1	20478266	20479671	
At5g22990	Arabidopsis thaliana	Chr5	7691493	7692468	
At3g18160	Arabidopsis thaliana	Chr3	6220917	6223073	
At3g18165	Arabidopsis thaliana	Chr3	6223187	6225372	
At5g61960	Arabidopsis thaliana	Chr5	24878520	24884720	
At3g51320	Arabidopsis thaliana	Chr3	19049601	19051565	
At3g04250	Arabidopsis thaliana	Chr3	1121949	1122828	
At3g51325	Arabidopsis thaliana	Chr3	19051990	19052694	
At4g10940	Arabidopsis thaliana	Chr4	6708981	6710923	
At1g80110	Arabidopsis thaliana	Chr1	30135380	30136956	
At3g57440	Arabidopsis thaliana	Chr3	21258679	21260596	
At4g33780	Arabidopsis thaliana	Chr4	16201830	16203641	
At5g63280	Arabidopsis thaliana	Chr5	25367030	25369297	
Atcg01040	Arabidopsis thaliana	Chrc	114460	115447	
At4g22710	Arabidopsis thaliana	Chr4	11934968	11936755	
At2g33360	Arabidopsis thaliana	Chr2	14139797	14143118	
At4g09420	Arabidopsis thaliana	Chr4	5962180	5963791	
At1g70520	Arabidopsis thaliana	Chr1	26584728	26587419	
At4g36490	Arabidopsis thaliana	Chr4	17221995	17225016	
At5g48300	Arabidopsis thaliana	Chr5	19570239	19572804	
At3g50140	Arabidopsis thaliana	Chr3	18592400	18594564	
At5g48650	Arabidopsis thaliana	Chr5	19726732	19729654	
At1g74060	Arabidopsis thaliana	Chr1	27849832	27851374	
At5g22330	Arabidopsis thaliana	Chr5	7390795	7394194	
At1g68370	Arabidopsis thaliana	Chr1	25631744	25634738	
At5g66360	Arabidopsis thaliana	Chr5	26510228	26511802	
At2g36854	Arabidopsis thaliana	Chr2	15469718	15469904	
At2g31800	Arabidopsis thaliana	Chr2	13520324	13523708	
At2g36850	Arabidopsis thaliana	Chr2	15454696	15469889	
At1g72960	Arabidopsis thaliana	Chr1	27446235	27450862	
At3g54790	Arabidopsis thaliana	Chr3	20281534	20285126	
At5g11230	Arabidopsis thaliana	Chr5	3580561	3581617	
At1g73380	Arabidopsis thaliana	Chr1	27589031	27590822	
At1g42480	Arabidopsis thaliana	Chr1	15936229	15938863	
At5g10180	Arabidopsis thaliana	Chr5	3193143	3197120	
At4g02290	Arabidopsis thaliana	Chr4	1002393	1005253	
At5g36310	Arabidopsis thaliana	Chr5	14324710	14325058	
At5g54820	Arabidopsis thaliana	Chr5	22269858	22271777	
At3g56790	Arabidopsis thaliana	Chr3	21033834	21034455	
At1g74560	Arabidopsis thaliana	Chr1	28017583	28020049	
At3g54860	Arabidopsis thaliana	Chr3	20324089	20329917	
At2g19180	Arabidopsis thaliana	Chr2	8324715	8325965	
At4g29760	Arabidopsis thaliana	Chr4	14574113	14575148	
At5g11580	Arabidopsis thaliana	Chr5	3718809	3721334	
At3g58370	Arabidopsis thaliana	Chr3	21595773	21596538	
At3g01331	Arabidopsis thaliana	Chr3	119617	119917	
At3g01330	Arabidopsis thaliana	Chr3	124378	126835	
At4g03100	Arabidopsis thaliana	Chr4	1374280	1376231	
At5g66580	Arabidopsis thaliana	Chr5	26572630	26573408	
At3g06640	Arabidopsis thaliana	Chr3	2074188	2078317	
At3g56420	Arabidopsis thaliana	Chr3	20922139	20923234	
At5g45600	Arabidopsis thaliana	Chr5	18487901	18489869	
At1g01150	Arabidopsis thaliana	Chr1	70114	72138	
At3g09925	Arabidopsis thaliana	Chr3	3051867	3052784	
At3g09922	Arabidopsis thaliana	Chr3	3050988	3051530	
At3g09920	Arabidopsis thaliana	Chr3	3040302	3043912	
At4g32551	Arabidopsis thaliana	Chr4	15707480	15713662	
At1g56300	Arabidopsis thaliana	Chr1	21078819	21080423	
At1g62030	Arabidopsis thaliana	Chr1	22924249	22926598	
At4g08480	Arabidopsis thaliana	Chr4	5387651	5391507	
At4g08485	Arabidopsis thaliana	Chr4	5394424	5394782	
