gene	organism	chromosome	start	end
Bra010640	Brassica rapa	A08	14954851	14956043	C
Bra017912	Brassica rapa	A06	8516503	8519145	C
Bra017913	Brassica rapa	A06	8521868	8523091	C
Bra017910	Brassica rapa	A06	8506283	8508496	C
Bra017911	Brassica rapa	A06	8509900	8510746	C
Bra017916	Brassica rapa	A06	8531013	8532244	C
Bra017917	Brassica rapa	A06	8535166	8539976	C
Bra017914	Brassica rapa	A06	8523300	8524962	C
Bra017915	Brassica rapa	A06	8529216	8530442	C
Bra017918	Brassica rapa	A06	8542521	8544710	C
Bra017919	Brassica rapa	A06	8550942	8554672	C
Bra000499	Brassica rapa	A03	11470104	11473826	C
Bra000498	Brassica rapa	A03	11466001	11468022	C
Bra000497	Brassica rapa	A03	11443867	11444241	C
Bra000496	Brassica rapa	A03	11438310	11438988	C
Bra031671	Brassica rapa	A09	37063668	37064381	C
Bra034618	Brassica rapa	A08	11713519	11714415	C
Bra034619	Brassica rapa	A08	11694115	11696585	C
Bra034616	Brassica rapa	A08	11726724	11728776	C
Bra034617	Brassica rapa	A08	11715047	11715687	C
Bra034614	Brassica rapa	A08	11730792	11731508	C
Bra031670	Brassica rapa	A09	37065320	37065896	C
Bra034612	Brassica rapa	A08	11747852	11749207	C
Bra034613	Brassica rapa	A08	11733809	11736709	C
Bra034610	Brassica rapa	A08	11760868	11762581	C
Bra034611	Brassica rapa	A08	11750354	11752345	C
Bra031679	Brassica rapa	A09	37032177	37034051	C
Bra031678	Brassica rapa	A09	37035154	37036155	C
Bra002213	Brassica rapa	A10	10917505	10918385	C
Bra002212	Brassica rapa	A10	10922703	10924305	C
Bra012737	Brassica rapa	A03	22539811	22540983	C
Bra012736	Brassica rapa	A03	22541640	22543206	C
Bra012731	Brassica rapa	A03	22554732	22555690	C
Bra012730	Brassica rapa	A03	22558028	22558327	C
Bra012733	Brassica rapa	A03	22552488	22553856	C
Bra012732	Brassica rapa	A03	22554012	22554485	C
Bra002219	Brassica rapa	A10	10882106	10884444	C
Bra002218	Brassica rapa	A10	10888254	10889825	C
Bra012739	Brassica rapa	A03	22526316	22529475	C
Bra012738	Brassica rapa	A03	22538082	22539446	C
Bra037984	Brassica rapa	A06	292040	292743	C
Bra037066	Brassica rapa	A05	9110187	9111768	C
Bra010926	Brassica rapa	A08	16383927	16384787	C
Bra037981	Brassica rapa	A06	303789	304868	C
Bra010927	Brassica rapa	A08	16386113	16388064	C
Bra038875	Brassica rapa	A01	15454073	15455401	C
Bra037980	Brassica rapa	A06	305947	308356	C
Bra010924	Brassica rapa	A08	16354998	16358099	C
Bra010925	Brassica rapa	A08	16372117	16376052	C
Bra010922	Brassica rapa	A08	16348354	16349055	C
Bra010923	Brassica rapa	A08	16353386	16354685	C
Bra010920	Brassica rapa	A08	16335502	16335855	C
Bra038872	Brassica rapa	A01	15442223	15445877	C
Bra010921	Brassica rapa	A08	16339830	16340904	C
Bra020279	Brassica rapa	A02	4975645	4976451	C
Bra020278	Brassica rapa	A02	4974390	4974924	C
Bra032511	Brassica rapa	A09	38140560	38143297	C
Bra032510	Brassica rapa	A09	38135188	38136926	C
Bra032517	Brassica rapa	A09	38170645	38170932	C
Bra032516	Brassica rapa	A09	38168094	38169387	C
Bra032515	Brassica rapa	A09	38165071	38166805	C
Bra032514	Brassica rapa	A09	38161914	38163011	C
Bra020271	Brassica rapa	A02	4947138	4948860	C
Bra020270	Brassica rapa	A02	4925009	4930153	C
Bra020273	Brassica rapa	A02	4955716	4956775	C
Bra020272	Brassica rapa	A02	4950774	4955300	C
Bra020275	Brassica rapa	A02	4963169	4963597	C
Bra020274	Brassica rapa	A02	4959571	4961451	C
Bra020277	Brassica rapa	A02	4966130	4966823	C
Bra020276	Brassica rapa	A02	4964463	4965071	C
Bra038873	Brassica rapa	A01	15448262	15449255	C
Bra015424	Brassica rapa	A10	1371257	1372550	C
Bra015425	Brassica rapa	A10	1369837	1370637	C
Bra015426	Brassica rapa	A10	1366071	1367207	C
Bra015427	Brassica rapa	A10	1362513	1365797	C
Bra015420	Brassica rapa	A10	1411928	1414844	C
Bra015421	Brassica rapa	A10	1397416	1403688	C
Bra015422	Brassica rapa	A10	1374834	1376640	C
Bra015423	Brassica rapa	A10	1373100	1374498	C
Bra040989	Brassica rapa	Scaffold000356	7073	10128	C
Bra040988	Brassica rapa	Scaffold000355	18944	19982	C
Bra015428	Brassica rapa	A10	1355996	1358258	C
Bra015429	Brassica rapa	A10	1347584	1348936	C
Bra036698	Brassica rapa	A09	5977717	5983296	C
Bra003162	Brassica rapa	A07	14912420	14913895	C
Bra003163	Brassica rapa	A07	14916344	14917580	C
Bra003160	Brassica rapa	A07	14901172	14902665	C
Bra003161	Brassica rapa	A07	14903068	14905725	C
Bra003166	Brassica rapa	A07	14931757	14935617	C
Bra003167	Brassica rapa	A07	14939667	14945841	C
Bra003164	Brassica rapa	A07	14925346	14926651	C
Bra003165	Brassica rapa	A07	14927327	14928430	C
Bra003168	Brassica rapa	A07	14948071	14949963	C
Bra003169	Brassica rapa	A07	14951119	14952141	C
Bra036699	Brassica rapa	A09	5973055	5975811	C
Bra035989	Brassica rapa	Scaffold000111	315497	316606	C
Bra035988	Brassica rapa	Scaffold000111	298985	303939	C
Bra035985	Brassica rapa	Scaffold000111	256916	258664	C
Bra035984	Brassica rapa	Scaffold000111	251813	255261	C
Bra035987	Brassica rapa	Scaffold000111	290653	291849	C
Bra035986	Brassica rapa	Scaffold000111	286437	286788	C
Bra035981	Brassica rapa	Scaffold000111	215541	217460	C
Bra035980	Brassica rapa	Scaffold000111	198459	199354	C
Bra035983	Brassica rapa	Scaffold000111	243601	243813	C
Bra035982	Brassica rapa	Scaffold000111	236802	239661	C
Bra016731	Brassica rapa	A08	18933658	18934350	C
Bra016730	Brassica rapa	A08	18923254	18924843	C
Bra016733	Brassica rapa	A08	18949533	18954605	C
Bra016732	Brassica rapa	A08	18945957	18946502	C
Bra016735	Brassica rapa	A08	18960425	18961261	C
Bra016734	Brassica rapa	A08	18956971	18958550	C
Bra016737	Brassica rapa	A08	18978113	18979387	C
Bra016736	Brassica rapa	A08	18970461	18972064	C
Bra016739	Brassica rapa	A08	18986694	18988157	C
Bra016738	Brassica rapa	A08	18982966	18985479	C
Bra019701	Brassica rapa	A06	4909642	4911321	C
Bra019700	Brassica rapa	A06	4911751	4912594	C
Bra019703	Brassica rapa	A06	4904697	4906167	C
Bra015283	Brassica rapa	A10	2241999	2244646	C
Bra015284	Brassica rapa	A10	2241089	2241553	C
Bra019704	Brassica rapa	A06	4896481	4899059	C
Bra019707	Brassica rapa	A06	4887937	4889662	C
Bra015287	Brassica rapa	A10	2215206	2219889	C
Bra019709	Brassica rapa	A06	4862752	4864126	C
Bra019708	Brassica rapa	A06	4882166	4883541	C
Bra018254	Brassica rapa	A05	6965525	6965743	C
Bra018255	Brassica rapa	A05	6967426	6968905	C
Bra018256	Brassica rapa	A05	6969651	6969869	C
Bra018257	Brassica rapa	A05	6970272	6973752	C
Bra018250	Brassica rapa	A05	6933972	6935350	C
Bra014772	Brassica rapa	A04	2952408	2953910	C
Bra018252	Brassica rapa	A05	6955516	6956948	C
Bra018253	Brassica rapa	A05	6960857	6962252	C
Bra018258	Brassica rapa	A05	6974665	6974886	C
Bra018259	Brassica rapa	A05	6977305	6982370	C
Bra014779	Brassica rapa	A04	3046170	3047701	C
Bra014778	Brassica rapa	A04	3043976	3045211	C
Bra016887	Brassica rapa	A04	17849682	17851053	C
Bra016886	Brassica rapa	A04	17852925	17854913	C
Bra016885	Brassica rapa	A04	17857834	17860341	C
Bra016884	Brassica rapa	A04	17863013	17864502	C
Bra016883	Brassica rapa	A04	17867551	17869715	C
Bra016882	Brassica rapa	A04	17869838	17870849	C
Bra016881	Brassica rapa	A04	17871648	17872226	C
Bra016880	Brassica rapa	A04	17873493	17874089	C
Bra016889	Brassica rapa	A04	17843804	17844936	C
Bra016888	Brassica rapa	A04	17845300	17847248	C
Bra036988	Brassica rapa	A03	29105640	29106131	C
Bra036989	Brassica rapa	A03	29100935	29102268	C
Bra036984	Brassica rapa	A03	29138441	29138929	C
Bra036985	Brassica rapa	A03	29125508	29126611	C
Bra036986	Brassica rapa	A03	29123881	29124372	C
Bra036987	Brassica rapa	A03	29122951	29123463	C
Bra036980	Brassica rapa	A03	29157264	29157531	C
Bra036981	Brassica rapa	A03	29154282	29154773	C
Bra036982	Brassica rapa	A03	29152196	29152420	C
Bra036983	Brassica rapa	A03	29143623	29146074	C
Bra014489	Brassica rapa	A04	1011176	1012501	C
Bra014488	Brassica rapa	A04	1005699	1008552	C
Bra014485	Brassica rapa	A04	943674	944981	C
Bra014484	Brassica rapa	A04	940478	942052	C
Bra014487	Brassica rapa	A04	989311	990636	C
Bra014486	Brassica rapa	A04	965455	966787	C
Bra014481	Brassica rapa	A04	932177	933830	C
Bra014480	Brassica rapa	A04	924133	924355	C
Bra014483	Brassica rapa	A04	937359	938126	C
Bra014482	Brassica rapa	A04	934309	935142	C
Bra004309	Brassica rapa	A07	21168241	21169149	C
Bra004308	Brassica rapa	A07	21161308	21161736	C
Bra009159	Brassica rapa	A10	15013190	15014523	C
Bra009158	Brassica rapa	A10	15014797	15019840	C
Bra009155	Brassica rapa	A10	15027204	15031018	C
Bra009154	Brassica rapa	A10	15035033	15035333	C
Bra009157	Brassica rapa	A10	15020090	15020990	C
Bra009156	Brassica rapa	A10	15021517	15027009	C
Bra009151	Brassica rapa	A10	15044561	15047177	C
Bra009150	Brassica rapa	A10	15047854	15049524	C
Bra009153	Brassica rapa	A10	15036627	15037157	C
Bra009152	Brassica rapa	A10	15040526	15042881	C
Bra015253	Brassica rapa	A10	2403063	2403266	C
Bra015252	Brassica rapa	A07	3176735	3176968	C
Bra036692	Brassica rapa	A09	6019555	6026485	C
Bra015251	Brassica rapa	A07	3178327	3191556	C
Bra000538	Brassica rapa	A03	11663078	11665462	C
Bra000539	Brassica rapa	A03	11668587	11670139	C
Bra012202	Brassica rapa	A07	11556959	11557414	C
Bra024054	Brassica rapa	A03	27989711	27990761	C
Bra000530	Brassica rapa	A03	11624801	11625025	C
Bra015257	Brassica rapa	A10	2376761	2377666	C
Bra000532	Brassica rapa	A03	11629350	11630303	C
Bra000533	Brassica rapa	A03	11632356	11633814	C
Bra000534	Brassica rapa	A03	11637310	11639260	C
Bra000535	Brassica rapa	A03	11639695	11645107	C
Bra000536	Brassica rapa	A03	11645596	11646894	C
Bra015256	Brassica rapa	A10	2383445	2384232	C
Bra024056	Brassica rapa	A03	27975528	27975902	C
Bra015255	Brassica rapa	A10	2390657	2391854	C
Bra024051	Brassica rapa	A03	28009090	28012136	C
Bra015254	Brassica rapa	A10	2394504	2394792	C
Bra024050	Brassica rapa	A03	28016628	28017674	C
Bra024053	Brassica rapa	A03	27991713	27992034	C
Bra024052	Brassica rapa	A03	27998991	27999305	C
Bra003940	Brassica rapa	A07	19148295	19150351	C
Bra003941	Brassica rapa	A07	19154011	19155844	C
Bra003942	Brassica rapa	A07	19162287	19162788	C
Bra003943	Brassica rapa	A07	19164007	19164807	C
Bra003944	Brassica rapa	A07	19176882	19178530	C
Bra003945	Brassica rapa	A07	19183612	19184247	C
Bra003946	Brassica rapa	A07	19193335	19197119	C
Bra003947	Brassica rapa	A07	19197854	19198989	C
Bra003948	Brassica rapa	A07	19200715	19201849	C
Bra003949	Brassica rapa	A07	19205288	19206922	C
Bra035206	Brassica rapa	A07	25871424	25872485	C
Bra035207	Brassica rapa	A09	17057097	17057417	C
Bra035204	Brassica rapa	A07	25867638	25868323	C
Bra035205	Brassica rapa	A07	25869784	25870901	C
Bra035202	Brassica rapa	A07	25859226	25860086	C
Bra035203	Brassica rapa	A07	25860829	25867402	C
Bra035200	Brassica rapa	A07	25849136	25854359	C
Bra035201	Brassica rapa	A07	25855030	25857692	C
Bra035208	Brassica rapa	A09	17048886	17050133	C
Bra035209	Brassica rapa	A09	17029872	17036025	C
Bra040516	Brassica rapa	A01	26764343	26765159	C
Bra040517	Brassica rapa	A01	26765583	26766489	C
Bra040514	Brassica rapa	A01	26761203	26762773	C
Bra040515	Brassica rapa	A01	26763223	26763774	C
Bra040512	Brassica rapa	A01	26758253	26758739	C
Bra040513	Brassica rapa	A01	26759751	26760542	C
Bra040510	Brassica rapa	A01	26749383	26755632	C
Bra040511	Brassica rapa	A01	26757370	26757612	C
Bra040518	Brassica rapa	A01	26767669	26776112	C
Bra040519	Brassica rapa	A01	26776812	26778122	C
Bra006279	Brassica rapa	A03	2815155	2817015	C
Bra006278	Brassica rapa	A03	2812300	2814351	C
Bra006275	Brassica rapa	A03	2783006	2787136	C
Bra006274	Brassica rapa	A03	2780849	2782676	C
Bra006277	Brassica rapa	A03	2802996	2810993	C
Bra006276	Brassica rapa	A03	2788568	2794804	C
Bra006271	Brassica rapa	A03	2771993	2773630	C
Bra006270	Brassica rapa	A03	2767181	2769687	C
Bra006273	Brassica rapa	A03	2778795	2779988	C
Bra006272	Brassica rapa	A03	2774720	2775902	C
Bra030050	Brassica rapa	A07	9177153	9177747	C
Bra030051	Brassica rapa	A07	9174386	9175805	C
Bra038249	Brassica rapa	A01	20474186	20476711	C
Bra038248	Brassica rapa	A01	20480922	20482891	C
Bra027517	Brassica rapa	A09	11474146	11476750	C
Bra038241	Brassica rapa	A01	20532480	20539347	C
Bra038240	Brassica rapa	A01	20540709	20543360	C
Bra038243	Brassica rapa	A01	20513527	20527376	C
Bra027516	Brassica rapa	A09	11471170	11473592	C
Bra038245	Brassica rapa	A01	20513527	20515624	C
Bra038247	Brassica rapa	A01	20483758	20486301	C
Bra038246	Brassica rapa	A01	20489252	20490229	C
Bra034559	Brassica rapa	A08	12036268	12040573	C
Bra027519	Brassica rapa	A09	11487264	11487557	C
Bra027518	Brassica rapa	A09	11485304	11485603	C
Bra034551	Brassica rapa	A08	12083589	12088057	C
Bra034550	Brassica rapa	A08	12088664	12091618	C
Bra034553	Brassica rapa	A08	12065795	12073374	C
Bra034552	Brassica rapa	A08	12075663	12080000	C
Bra034555	Brassica rapa	A08	12060707	12062218	C
Bra034554	Brassica rapa	A08	12063810	12065033	C
Bra034557	Brassica rapa	A08	12051068	12051568	C
Bra034556	Brassica rapa	A08	12052438	12055578	C
Bra032898	Brassica rapa	A09	23151427	23151972	C
Bra032899	Brassica rapa	A09	23146697	23147564	C
Bra032892	Brassica rapa	A09	23200226	23200704	C
Bra032893	Brassica rapa	A09	23186207	23190373	C
Bra032890	Brassica rapa	A09	23241528	23245222	C
Bra032891	Brassica rapa	A09	23219281	23220174	C
Bra032896	Brassica rapa	A09	23169603	23172431	C
Bra030053	Brassica rapa	A07	9167279	9168136	C
Bra032894	Brassica rapa	A09	23182198	23183143	C
Bra032895	Brassica rapa	A09	23180117	23180602	C
Bra006899	Brassica rapa	A09	27563465	27564953	C
Bra006898	Brassica rapa	A09	27562853	27563062	C
Bra006891	Brassica rapa	A09	27542949	27543388	C
Bra006890	Brassica rapa	A09	27540447	27541523	C
Bra006893	Brassica rapa	A09	27548749	27549780	C
Bra006892	Brassica rapa	A09	27544108	27547958	C
Bra006895	Brassica rapa	A09	27551386	27553489	C
Bra006894	Brassica rapa	A09	27550900	27551241	C
Bra006897	Brassica rapa	A09	27556379	27559716	C
Bra006896	Brassica rapa	A09	27555255	27556012	C
Bra035356	Brassica rapa	Scaffold000104	139706	140174	C
Bra037118	Brassica rapa	A09	4534719	4538273	C
Bra037119	Brassica rapa	A09	4539296	4542879	C
Bra035357	Brassica rapa	Scaffold000104	142213	144220	C
Bra037110	Brassica rapa	A05	9512322	9512610	C
Bra037111	Brassica rapa	A09	4499271	4499890	C
Bra037112	Brassica rapa	A09	4504450	4506726	C
Bra037113	Brassica rapa	A09	4510071	4512239	C
Bra037114	Brassica rapa	A09	4514862	4515038	C
Bra037115	Brassica rapa	A09	4522686	4524986	C
Bra037116	Brassica rapa	A09	4528842	4529690	C
Bra037117	Brassica rapa	A09	4530505	4533138	C
Bra035350	Brassica rapa	Scaffold000104	38201	42600	C
Bra030983	Brassica rapa	A09	34868277	34875006	C
Bra008365	Brassica rapa	A02	14083418	14088103	C
Bra008364	Brassica rapa	A02	14071794	14074918	C
Bra008367	Brassica rapa	A02	14109460	14110875	C
Bra008366	Brassica rapa	A02	14098573	14107833	C
Bra008361	Brassica rapa	A02	14050322	14050939	C
Bra008360	Brassica rapa	A02	14044073	14046172	C
Bra008363	Brassica rapa	A02	14060002	14060794	C
Bra008362	Brassica rapa	A02	14055382	14057123	C
Bra027393	Brassica rapa	A05	21403761	21403970	C
Bra027392	Brassica rapa	A05	21400674	21401186	C
Bra027391	Brassica rapa	A05	21394391	21399054	C
Bra027390	Brassica rapa	A05	21391088	21392342	C
Bra008369	Brassica rapa	A02	14132389	14133428	C
Bra008368	Brassica rapa	A02	14123745	14124717	C
Bra027395	Brassica rapa	A05	21419110	21421160	C
Bra027394	Brassica rapa	A05	21408920	21412013	C
Bra035351	Brassica rapa	Scaffold000104	49039	50538	C
Bra023898	Brassica rapa	A01	20055915	20057803	C
Bra023899	Brassica rapa	A01	20058448	20064323	C
Bra023894	Brassica rapa	A01	20043429	20044424	C
Bra023895	Brassica rapa	A01	20047353	20049359	C
Bra023896	Brassica rapa	A01	20051071	20051443	C
Bra023897	Brassica rapa	A01	20052334	20053701	C
Bra023890	Brassica rapa	A01	20014168	20014677	C
Bra023891	Brassica rapa	A01	20015089	20015857	C
Bra023892	Brassica rapa	A01	20022169	20024330	C
Bra023893	Brassica rapa	A01	20027614	20033009	C
Bra035352	Brassica rapa	Scaffold000104	63648	65361	C
Bra028718	Brassica rapa	A02	1007594	1008526	C
Bra028719	Brassica rapa	A02	1005050	1005601	C
Bra028712	Brassica rapa	A02	1036884	1037642	C
Bra028713	Brassica rapa	A02	1034125	1035831	C
Bra028710	Brassica rapa	A02	1051158	1052429	C
Bra028711	Brassica rapa	A02	1038553	1039647	C
Bra028716	Brassica rapa	A02	1017269	1018951	C
Bra028717	Brassica rapa	A02	1013605	1015989	C
Bra028714	Brassica rapa	A02	1030583	1032546	C
Bra028715	Brassica rapa	A02	1023720	1028811	C
Bra022419	Brassica rapa	A05	18536339	18537543	C
Bra022418	Brassica rapa	A05	18539456	18541266	C
Bra022417	Brassica rapa	A05	18561390	18562658	C
Bra022416	Brassica rapa	A05	18563290	18565843	C
Bra022415	Brassica rapa	A05	18571449	18572717	C
Bra022414	Brassica rapa	A05	18573349	18575902	C
Bra022413	Brassica rapa	A05	18584300	18585986	C
Bra022412	Brassica rapa	A05	18592390	18593977	C
Bra022411	Brassica rapa	A05	18594178	18596410	C
Bra022410	Brassica rapa	A05	18601377	18603934	C
Bra036022	Brassica rapa	A09	26217775	26218488	C
Bra036791	Brassica rapa	A09	27303977	27314356	C
Bra036790	Brassica rapa	A09	27314856	27319038	C
Bra036793	Brassica rapa	A09	27298366	27299097	C
Bra036792	Brassica rapa	A09	27300568	27302849	C
Bra036795	Brassica rapa	A09	27290045	27293420	C
Bra036794	Brassica rapa	A09	27294252	27297338	C
Bra036797	Brassica rapa	A09	27282520	27286573	C
Bra036796	Brassica rapa	A09	27287437	27288833	C
Bra036799	Brassica rapa	A09	27261155	27265345	C
Bra036798	Brassica rapa	A09	27270182	27272275	C
Bra024150	Brassica rapa	A03	27345508	27346688	C
Bra004754	Brassica rapa	A05	1669712	1671400	C
Bra024152	Brassica rapa	A03	27334305	27339913	C
Bra024153	Brassica rapa	A03	27325396	27327785	C
Bra024154	Brassica rapa	A03	27312333	27320572	C
Bra024155	Brassica rapa	A03	27307280	27309060	C
Bra024156	Brassica rapa	A03	27306066	27306719	C
Bra024157	Brassica rapa	A03	27297460	27298509	C
Bra024158	Brassica rapa	A03	27290688	27294675	C
Bra024159	Brassica rapa	A03	27288889	27290283	C
Bra028014	Brassica rapa	A09	19433010	19433534	C
Bra040861	Brassica rapa	Scaffold000283	7362	9563	C
Bra004755	Brassica rapa	A05	1672275	1673630	C
Bra025827	Brassica rapa	A06	7969564	7971347	C
Bra025826	Brassica rapa	A06	7965473	7967940	C
Bra025825	Brassica rapa	A06	7962703	7965132	C
Bra025824	Brassica rapa	A06	7955897	7957061	C
Bra025823	Brassica rapa	A06	7944761	7954632	C
Bra025822	Brassica rapa	A06	7941996	7943959	C
Bra025821	Brassica rapa	A06	7941374	7941784	C
Bra025820	Brassica rapa	A06	7938167	7939214	C
Bra025829	Brassica rapa	A06	7974105	7977605	C
Bra025828	Brassica rapa	A06	7971887	7973040	C
Bra031220	Brassica rapa	A09	33707536	33710394	C
Bra031221	Brassica rapa	A09	33704159	33705413	C
Bra031222	Brassica rapa	A09	33697010	33698542	C
Bra031223	Brassica rapa	A09	33694934	33695735	C
Bra031224	Brassica rapa	A09	33670928	33671461	C
Bra031225	Brassica rapa	A09	33664923	33669425	C
Bra031226	Brassica rapa	A09	33658742	33660792	C
Bra031227	Brassica rapa	A09	33655964	33657022	C
Bra031228	Brassica rapa	A09	33651832	33652878	C
Bra031229	Brassica rapa	A09	33646375	33648756	C
Bra021254	Brassica rapa	A01	22186876	22188103	C
Bra021255	Brassica rapa	A01	22182610	22183481	C
Bra021256	Brassica rapa	A01	22167230	22167478	C
Bra021257	Brassica rapa	A01	22159480	22159880	C
Bra021250	Brassica rapa	A01	22236516	22240559	C
Bra021251	Brassica rapa	A01	22240085	22240559	C
Bra021252	Brassica rapa	A01	22226102	22228250	C
Bra021253	Brassica rapa	A01	22202350	22208379	C
Bra021258	Brassica rapa	A01	22157763	22158375	C
Bra021259	Brassica rapa	A01	22153436	22157266	C
Bra005205	Brassica rapa	A05	3994276	3995721	C
Bra005204	Brassica rapa	A05	3992055	3993361	C
Bra005207	Brassica rapa	A05	4010569	4016591	C
Bra005206	Brassica rapa	A05	4003348	4010037	C
Bra005201	Brassica rapa	A05	3969393	3970638	C
Bra005200	Brassica rapa	A05	3966807	3969158	C
Bra005203	Brassica rapa	A05	3985756	3990200	C
Bra005202	Brassica rapa	A05	3980589	3981458	C
Bra005209	Brassica rapa	A05	4031652	4034939	C
Bra005208	Brassica rapa	A05	4017374	4024058	C
Bra034873	Brassica rapa	A08	5880561	5882556	C
Bra004753	Brassica rapa	A05	1667244	1668842	C
Bra020701	Brassica rapa	A02	23128314	23136469	C
Bra020700	Brassica rapa	A02	23136804	23139617	C
Bra020703	Brassica rapa	A02	23111389	23120962	C
Bra020702	Brassica rapa	A02	23123298	23126784	C
Bra020705	Brassica rapa	A02	23102914	23105135	C
Bra020704	Brassica rapa	A02	23108032	23110321	C
Bra020707	Brassica rapa	A02	23078708	23079441	C
Bra020706	Brassica rapa	A02	23082861	23097656	C
Bra020709	Brassica rapa	A02	23060751	23062254	C
Bra020708	Brassica rapa	A02	23068738	23069706	C
Bra026707	Brassica rapa	A09	35068874	35072934	C
Bra014122	Brassica rapa	A08	3317267	3317968	C
Bra026705	Brassica rapa	A09	35057928	35058453	C
Bra026704	Brassica rapa	A09	35049909	35050930	C
Bra026703	Brassica rapa	A09	35044718	35046144	C
Bra026702	Brassica rapa	A09	35032496	35033112	C
Bra026701	Brassica rapa	A09	35028149	35028925	C
Bra014123	Brassica rapa	A08	3311036	3311788	C
Bra018461	Brassica rapa	A05	8320265	8321965	C
Bra026709	Brassica rapa	A09	35086755	35094536	C
Bra026708	Brassica rapa	A09	35074100	35085136	C
Bra018460	Brassica rapa	A05	8314684	8315482	C
Bra018467	Brassica rapa	A05	8343301	8344848	C
Bra018466	Brassica rapa	A05	8338978	8340881	C
Bra018465	Brassica rapa	A05	8336678	8338572	C
Bra018464	Brassica rapa	A05	8331427	8334181	C
Bra014128	Brassica rapa	A08	3274464	3274753	C
Bra014129	Brassica rapa	A08	3260422	3260802	C
Bra028018	Brassica rapa	A09	19355424	19363674	C
Bra041079	Brassica rapa	Scaffold000477	5078	5692	C
Bra015843	Brassica rapa	A07	23840834	23842471	C
Bra036687	Brassica rapa	A09	6048919	6052227	C
Bra011498	Brassica rapa	A01	1935544	1937862	C
Bra001785	Brassica rapa	A03	18452151	18453649	C
Bra011491	Brassica rapa	A01	1953187	1956021	C
Bra011490	Brassica rapa	A01	1960428	1962166	C
Bra011493	Brassica rapa	A01	1948912	1950533	C
Bra011492	Brassica rapa	A01	1951339	1952694	C
Bra011495	Brassica rapa	A01	1941112	1942467	C
Bra011494	Brassica rapa	A01	1943121	1948089	C
Bra011496	Brassica rapa	A01	1938685	1940306	C
Bra001787	Brassica rapa	A03	18480365	18490555	C
Bra001780	Brassica rapa	A03	18425341	18426585	C
Bra001781	Brassica rapa	A03	18427146	18430487	C
Bra040008	Brassica rapa	Scaffold000185	125758	126692	C
Bra001782	Brassica rapa	A03	18431989	18433396	C
Bra040009	Brassica rapa	Scaffold000185	132781	135440	C
Bra001783	Brassica rapa	A03	18435698	18437693	C
Bra011729	Brassica rapa	A01	854544	856637	C
Bra011728	Brassica rapa	A01	857326	858590	C
Bra011727	Brassica rapa	A01	858822	859965	C
Bra011726	Brassica rapa	A01	860407	862947	C
Bra011725	Brassica rapa	A01	865145	866658	C
Bra011724	Brassica rapa	A01	868162	869985	C
Bra011723	Brassica rapa	A01	870855	872766	C
Bra011722	Brassica rapa	A01	873142	874299	C
Bra011721	Brassica rapa	A01	875241	881972	C
Bra011720	Brassica rapa	A01	886704	888010	C
Bra039291	Brassica rapa	A04	18851557	18852585	C
Bra039290	Brassica rapa	A04	18853830	18855869	C
Bra039293	Brassica rapa	A04	18845023	18848831	C
Bra035048	Brassica rapa	A07	25232006	25234369	C
Bra035049	Brassica rapa	A07	25234850	25239372	C
Bra039292	Brassica rapa	A04	18849582	18851156	C
Bra035040	Brassica rapa	A07	25202248	25203171	C
Bra035041	Brassica rapa	A07	25205647	25214853	C
Bra035042	Brassica rapa	A07	25217797	25219960	C
Bra035043	Brassica rapa	A07	25220726	25221267	C
Bra035044	Brassica rapa	A07	25222048	25223460	C
Bra035045	Brassica rapa	A07	25224377	25226140	C
Bra035046	Brassica rapa	A07	25226563	25227790	C
Bra035047	Brassica rapa	A07	25228085	25230488	C
Bra039297	Brassica rapa	A04	18814639	18815403	C
Bra024839	Brassica rapa	A06	22662587	22663636	C
Bra024838	Brassica rapa	A06	22656996	22659625	C
Bra024837	Brassica rapa	A06	22655372	22655680	C
Bra024836	Brassica rapa	A06	22645843	22648187	C
Bra024835	Brassica rapa	A06	22643709	22645248	C
Bra024834	Brassica rapa	A06	22634742	22638426	C
Bra024833	Brassica rapa	A06	22622816	22625669	C
Bra024832	Brassica rapa	A06	22615757	22616309	C
Bra024831	Brassica rapa	A06	22602949	22605147	C
Bra024830	Brassica rapa	A06	22599876	22601316	C
Bra036686	Brassica rapa	A09	6052955	6054295	C
Bra013389	Brassica rapa	A01	5366495	5367697	C
Bra013388	Brassica rapa	A01	5355672	5356930	C
Bra013387	Brassica rapa	A01	5353746	5355324	C
Bra013386	Brassica rapa	A01	5347664	5349740	C
Bra013385	Brassica rapa	A01	5328524	5331207	C
Bra013384	Brassica rapa	A01	5325853	5326959	C
Bra013383	Brassica rapa	A01	5315328	5324850	C
Bra013382	Brassica rapa	A01	5313088	5314156	C
Bra013381	Brassica rapa	A01	5308945	5311449	C
Bra013380	Brassica rapa	A01	5306123	5308582	C
Bra017899	Brassica rapa	A03	31545945	31547816	C
Bra017898	Brassica rapa	A03	31522604	31523209	C
Bra017897	Brassica rapa	A03	31487219	31500288	C
Bra017896	Brassica rapa	A03	31467632	31473472	C
Bra017895	Brassica rapa	A03	31441442	31442231	C
Bra017894	Brassica rapa	A03	31436945	31437686	C
Bra017893	Brassica rapa	A03	31433010	31434373	C
Bra017892	Brassica rapa	A03	31422380	31422692	C
Bra017891	Brassica rapa	A03	31412626	31417740	C
Bra017890	Brassica rapa	A03	31406980	31411049	C
