gene	organism	chromosome	start	end
Bo9g108260	Brassica oleracea	C9	34471230	34472171	C
Bo1g153670	Brassica oleracea	C1	42989754	42993125	C
Bo5g027690	Brassica oleracea	C5	9760070	9761871	C
Bo8g061210	Brassica oleracea	C8	19957882	19959047	C
Bo3g002900	Brassica oleracea	C3	906020	907090	C
Bo5g141830	Brassica oleracea	C5	44058524	44060867	C
Bo3g146490	Brassica oleracea	C3	52448497	52451486	C
Bo2g047470	Brassica oleracea	C2	12965793	12968386	C
Bo3g091770	Brassica oleracea	C3	33464547	33465976	C
Bo00285s330	Brassica oleracea	Scaffold00285	319894	320262	C
Bo9g152330	Brassica oleracea	C9	45496469	45499180	C
Bo3g181340	Brassica oleracea	C3	62984865	62985249	C
Bo8g065910	Brassica oleracea	C8	20955388	20958863	C
Bo9g058950	Brassica oleracea	C9	17335816	17336016	C
Bo9g136900	Brassica oleracea	C9	41968942	41969664	C
Bo4g140750	Brassica oleracea	C4	38138946	38140961	C
Bo1g112340	Brassica oleracea	C1	34284389	34285940	C
Bo2g108700	Brassica oleracea	C2	32123131	32123849	C
Bo5g078740	Brassica oleracea	C5	25643189	25643865	C
Bo3g116120	Brassica oleracea	C3	41218043	41219047	C
Bo4g151630	Brassica oleracea	C4	41617542	41620082	C
Bo8g116070	Brassica oleracea	C8	41065751	41068803	C
Bo04418s010	Brassica oleracea	Scaffold04418	198	966	C
Bo8g108790	Brassica oleracea	C8	38823274	38823879	C
Bo5g152640	Brassica oleracea	C5	46426908	46429265	C
Bo00983s070	Brassica oleracea	Scaffold00983	21572	21766	C
Bo1g022040	Brassica oleracea	C1	8046490	8048974	C
Bo6g116510	Brassica oleracea	C6	36435235	36437129	C
Bo3g138370	Brassica oleracea	C3	50173229	50174706	C
Bo5g070940	Brassica oleracea	C5	22890836	22891213	C
Bo3g139950	Brassica oleracea	C3	50575296	50576646	C
Bo5g105150	Brassica oleracea	C5	33519428	33522178	C
Bo5g126730	Brassica oleracea	C5	39076473	39078213	C
Bo2g048310	Brassica oleracea	C2	13880267	13882757	C
Bo4g098840	Brassica oleracea	C4	24862871	24864605	C
Bo00763s130	Brassica oleracea	Scaffold00763	75777	76331	C
Bo1g150090	Brassica oleracea	C1	42136831	42137366	C
Bo4g030930	Brassica oleracea	C4	6932751	6933128	C
Bo3g001450	Brassica oleracea	C3	202322	203251	C
Bo3g065820	Brassica oleracea	C3	25552145	25553529	C
Bo4g071960	Brassica oleracea	C4	15541601	15543249	C
Bo4g074300	Brassica oleracea	C4	15986270	15988294	C
Bo8g096110	Brassica oleracea	C8	32975831	32978250	C
Bo6g006990	Brassica oleracea	C6	1344514	1346864	C
Bo8g101360	Brassica oleracea	C8	35569298	35571679	C
Bo9g069880	Brassica oleracea	C9	20882628	20884579	C
Bo7g098390	Brassica oleracea	C7	38475486	38478750	C
Bo6g095440	Brassica oleracea	C6	29833525	29835355	C
Bo05768s010	Brassica oleracea	Scaffold05768	26	814	C
Bo5g148840	Brassica oleracea	C5	46039072	46040159	C
Bo3g037370	Brassica oleracea	C3	14988492	14989476	C
Bo1g017620	Brassica oleracea	C1	6113161	6114675	C
Bo6g103530	Brassica oleracea	C6	32352765	32353271	C
Bo5g126080	Brassica oleracea	C5	38547829	38549522	C
Bo5g005340	Brassica oleracea	C5	1728693	1729565	C
Bo3g178270	Brassica oleracea	C3	62110395	62112823	C
Bo2g120720	Brassica oleracea	C2	37446220	37447702	C
Bo7g058170	Brassica oleracea	C7	21415670	21418257	C
Bo4g140850	Brassica oleracea	C4	38203746	38206579	C
Bo9g001100	Brassica oleracea	C9	45805	47097	C
Bo3g034630	Brassica oleracea	C3	13213253	13215192	C
Bo4g039370	Brassica oleracea	C4	8712329	8713573	C
Bo7g006050	Brassica oleracea	C7	2060649	2061116	C
Bo3g141260	Brassica oleracea	C3	50887025	50887338	C
Bo8g104790	Brassica oleracea	C8	36767282	36770882	C
Bo4g149660	Brassica oleracea	C4	40573013	40575396	C
Bo7g075800	Brassica oleracea	C7	28570887	28572456	C
Bo7g067320	Brassica oleracea	C7	26221448	26222688	C
Bo1g150320	Brassica oleracea	C1	42222542	42222819	C
Bo3g023120	Brassica oleracea	C3	8270542	8272820	C
Bo8g115670	Brassica oleracea	C8	40876687	40877645	C
Bo6g121840	Brassica oleracea	C6	38804583	38805489	C
Bo03098s010	Brassica oleracea	Scaffold03098	63	1005	C
Bo2g130350	Brassica oleracea	C2	40575625	40578686	C
Bo01210s040	Brassica oleracea	Scaffold01210	16789	20276	C
Bo9g097630	Brassica oleracea	C9	32188101	32189324	C
Bo5g020150	Brassica oleracea	C5	6873436	6876474	C
Bo5g074060	Brassica oleracea	C5	24615756	24616111	C
Bo6g033310	Brassica oleracea	C6	8412054	8413127	C
Bo6g065040	Brassica oleracea	C6	17388655	17390088	C
Bo2g041130	Brassica oleracea	C2	10684096	10686728	C
Bo4g173450	Brassica oleracea	C4	46090451	46092880	C
Bo1g051110	Brassica oleracea	C1	14470093	14472096	C
Bo5g072890	Brassica oleracea	C5	24301412	24303189	C
Bo5g025690	Brassica oleracea	C5	8941319	8941655	C
Bo6g074830	Brassica oleracea	C6	21854815	21857570	C
Bo04634s010	Brassica oleracea	Scaffold04634	3	638	C
Bo5g116830	Brassica oleracea	C5	35783313	35785079	C
Bo2g018330	Brassica oleracea	C2	5350599	5352715	C
Bo1g016280	Brassica oleracea	C1	5253070	5254772	C
Bo7g107390	Brassica oleracea	C7	41981804	41984869	C
Bo5g061020	Brassica oleracea	C5	19010147	19012846	C
Bo6g124360	Brassica oleracea	C6	39585599	39586356	C
Bo3g062690	Brassica oleracea	C3	24123472	24124032	C
Bo9g076510	Brassica oleracea	C9	23327078	23328558	C
Bo4g175850	Brassica oleracea	C4	46451301	46456853	C
Bo3g184920	Brassica oleracea	C3	64371939	64373395	C
Bo8g109460	Brassica oleracea	C8	39229147	39230445	C
Bo2g132370	Brassica oleracea	C2	41423715	41424130	C
Bo6g118270	Brassica oleracea	C6	36841417	36841824	C
Bo5g101270	Brassica oleracea	C5	32547723	32548031	C
Bo3g036770	Brassica oleracea	C3	14678754	14679029	C
Bo8g030570	Brassica oleracea	C8	9767631	9769681	C
Bo5g021330	Brassica oleracea	C5	7577638	7578359	C
Bo8g105770	Brassica oleracea	C8	37284155	37285412	C
Bo9g136940	Brassica oleracea	C9	42012662	42015090	C
Bo1g025800	Brassica oleracea	C1	9328602	9330337	C
Bo9g025960	Brassica oleracea	C9	8204035	8205672	C
Bo7g026710	Brassica oleracea	C7	9704070	9705752	C
Bo00945s010	Brassica oleracea	Scaffold00945	5724	13129	C
Bo4g045880	Brassica oleracea	C4	10710614	10712300	C
Bo9g150220	Brassica oleracea	C9	44747124	44750418	C
Bo9g013910	Brassica oleracea	C9	4058845	4059264	C
Bo1g116140	Brassica oleracea	C1	35007593	35007955	C
Bo1g123090	Brassica oleracea	C1	36582665	36583747	C
Bo6g047890	Brassica oleracea	C6	12844745	12849413	C
Bo4g161350	Brassica oleracea	C4	43705170	43706178	C
Bo3g064440	Brassica oleracea	C3	24638415	24639160	C
Bo5g054600	Brassica oleracea	C5	17776013	17776563	C
Bo2g104430	Brassica oleracea	C2	30129823	30133033	C
Bo3g076220	Brassica oleracea	C3	28937861	28938835	C
Bo7g107640	Brassica oleracea	C7	42151257	42152277	C
Bo15070s010	Brassica oleracea	Scaffold15070	4	432	C
Bo8g027410	Brassica oleracea	C8	8028154	8028576	C
Bo9g150200	Brassica oleracea	C9	44728177	44729131	C
Bo3g065310	Brassica oleracea	C3	25169623	25171374	C
Bo7g045130	Brassica oleracea	C7	16575253	16577202	C
Bo3g065050	Brassica oleracea	C3	24977256	24978374	C
Bo5g130550	Brassica oleracea	C5	40479200	40481066	C
Bo1g011100	Brassica oleracea	C1	3897246	3900342	C
Bo5g136400	Brassica oleracea	C5	42209023	42213426	C
Bo7g031670	Brassica oleracea	C7	12292721	12293689	C
Bo1g117430	Brassica oleracea	C1	35207934	35208403	C
Bo1g053650	Brassica oleracea	C1	15692870	15693202	C
Bo1g108830	Brassica oleracea	C1	33809436	33810053	C
Bo9g117370	Brassica oleracea	C9	37127388	37128627	C
Bo5g060950	Brassica oleracea	C5	18975333	18980812	C
Bo7g116530	Brassica oleracea	C7	46532850	46533047	C
Bo6g043650	Brassica oleracea	C6	10742112	10745525	C
Bo3g063870	Brassica oleracea	C3	24230137	24232170	C
Bo1g020350	Brassica oleracea	C1	7464069	7465194	C
Bo5g141290	Brassica oleracea	C5	43769485	43771022	C
Bo2g064270	Brassica oleracea	C2	18922214	18923811	C
Bo4g070370	Brassica oleracea	C4	14868594	14873196	C
Bo6g064790	Brassica oleracea	C6	17217295	17219781	C
Bo6g030660	Brassica oleracea	C6	7019857	7022269	C
Bo5g001110	Brassica oleracea	C5	56530	57015	C
Bo2g151660	Brassica oleracea	C2	47751592	47752116	C
Bo1g128510	Brassica oleracea	C1	37813634	37816339	C
Bo1g010850	Brassica oleracea	C1	3741372	3746023	C
Bo4g186340	Brassica oleracea	C4	49382250	49384573	C
Bo6g118850	Brassica oleracea	C6	37138263	37140962	C
Bo7g092780	Brassica oleracea	C7	35482657	35484385	C
Bo2g080460	Brassica oleracea	C2	22173865	22175657	C
Bo7g087300	Brassica oleracea	C7	33855685	33855969	C
Bo2g021950	Brassica oleracea	C2	5709461	5710096	C
Bo4g190350	Brassica oleracea	C4	51189534	51191846	C
Bo9g017340	Brassica oleracea	C9	4987167	4988648	C
Bo03306s010	Brassica oleracea	Scaffold03306	129	737	C
Bo9g161580	Brassica oleracea	C9	47601970	47605851	C
Bo7g101490	Brassica oleracea	C7	39545594	39546258	C
Bo5g021590	Brassica oleracea	C5	7704094	7706547	C
Bo2g129860	Brassica oleracea	C2	40085758	40090675	C
Bo7g054260	Brassica oleracea	C7	19619727	19620310	C
Bo9g166760	Brassica oleracea	C9	49483875	49485294	C
Bo3g073290	Brassica oleracea	C3	28290553	28290891	C
Bo5g155250	Brassica oleracea	C5	46755593	46757660	C
Bo5g111200	Brassica oleracea	C5	34332480	34332756	C
Bo4g112530	Brassica oleracea	C4	28561553	28565667	C
Bo2g010490	Brassica oleracea	C2	2524733	2525665	C
Bo4g141930	Brassica oleracea	C4	38278079	38279466	C
Bo1g045360	Brassica oleracea	C1	13364533	13365114	C
Bo01173s030	Brassica oleracea	Scaffold01173	14181	14595	C
Bo1g154950	Brassica oleracea	C1	43126012	43130222	C
Bo01357s020	Brassica oleracea	Scaffold01357	4344	6835	C
Bo7g109130	Brassica oleracea	C7	43131566	43133389	C
Bo5g027990	Brassica oleracea	C5	9978536	9978922	C
Bo3g164500	Brassica oleracea	C3	58168213	58168410	C
Bo7g106110	Brassica oleracea	C7	41077765	41079808	C
Bo5g062700	Brassica oleracea	C5	19753764	19754576	C
Bo9g018820	Brassica oleracea	C9	5920997	5922276	C
Bo3g100800	Brassica oleracea	C3	35949099	35950551	C
Bo9g135500	Brassica oleracea	C9	41664702	41667173	C
Bo2g127390	Brassica oleracea	C2	39516262	39517363	C
Bo8g036640	Brassica oleracea	C8	12797066	12797305	C
Bo00953s030	Brassica oleracea	Scaffold00953	22646	23017	C
Bo7g108840	Brassica oleracea	C7	42930675	42931088	C
Bo6g112980	Brassica oleracea	C6	35581807	35583575	C
Bo9g067020	Brassica oleracea	C9	20229333	20229760	C
Bo1g010270	Brassica oleracea	C1	3456305	3457353	C
Bo7g117660	Brassica oleracea	C7	47086456	47087256	C
Bo7g048510	Brassica oleracea	C7	17963563	17965121	C
Bo4g119830	Brassica oleracea	C4	30909617	30912386	C
Bo4g043830	Brassica oleracea	C4	9803092	9804363	C
Bo8g059770	Brassica oleracea	C8	19693301	19695143	C
Bo1g094510	Brassica oleracea	C1	27965568	27967692	C
Bo3g152700	Brassica oleracea	C3	54123843	54126263	C
Bo1g008480	Brassica oleracea	C1	2992723	2994972	C
Bo5g151400	Brassica oleracea	C5	46317007	46318791	C
Bo7g023030	Brassica oleracea	C7	8556293	8559879	C
Bo9g154010	Brassica oleracea	C9	45828072	45829223	C
Bo00626s040	Brassica oleracea	Scaffold00626	107085	107604	C
Bo2g162900	Brassica oleracea	C2	51134181	51135652	C
Bo00689s110	Brassica oleracea	Scaffold00689	109105	110588	C
Bo1g002620	Brassica oleracea	C1	312999	314150	C
Bo00751s020	Brassica oleracea	Scaffold00751	2845	5629	C
Bo8g104800	Brassica oleracea	C8	36771864	36780776	C
Bo20999s010	Brassica oleracea	Scaffold20999	23	325	C
Bo6g054800	Brassica oleracea	C6	14622584	14625896	C
Bo2g127020	Brassica oleracea	C2	39083014	39084250	C
Bo7g054770	Brassica oleracea	C7	20124271	20125915	C
Bo3g012860	Brassica oleracea	C3	4377713	4381158	C
Bo20330s010	Brassica oleracea	Scaffold20330	3	266	C
Bo1g130000	Brassica oleracea	C1	38137885	38140008	C
Bo4g118390	Brassica oleracea	C4	30446940	30449341	C
Bo6g010820	Brassica oleracea	C6	2378609	2378970	C
Bo3g066750	Brassica oleracea	C3	26304561	26305018	C
Bo2g116540	Brassica oleracea	C2	35833824	35835083	C
Bo7g021390	Brassica oleracea	C7	7596247	7596606	C
Bo3g003240	Brassica oleracea	C3	1098075	1099655	C
Bo1g005160	Brassica oleracea	C1	1203236	1204564	C
Bo00864s010	Brassica oleracea	Scaffold00864	35267	35470	C
Bo3g034190	Brassica oleracea	C3	12904152	12905766	C
Bo7g072710	Brassica oleracea	C7	27532974	27536198	C
Bo4g015960	Brassica oleracea	C4	2171470	2172940	C
Bo3g091540	Brassica oleracea	C3	33312815	33313027	C
Bo5g123040	Brassica oleracea	C5	37548161	37548735	C
Bo07542s010	Brassica oleracea	Scaffold07542	420	653	C
Bo4g127080	Brassica oleracea	C4	32969744	32970024	C
Bo7g108260	Brassica oleracea	C7	42546874	42547502	C
Bo3g023900	Brassica oleracea	C3	8761934	8766344	C
Bo9g124800	Brassica oleracea	C9	39363637	39365030	C
Bo2g025060	Brassica oleracea	C2	7363671	7364634	C
Bo8g033680	Brassica oleracea	C8	11093178	11093684	C
Bo2g026720	Brassica oleracea	C2	7881173	7881981	C
Bo2g124610	Brassica oleracea	C2	38602474	38602587	C
Bo2g166530	Brassica oleracea	C2	52272616	52275200	C
Bo7g086950	Brassica oleracea	C7	33581329	33582419	C
Bo2g062620	Brassica oleracea	C2	18302514	18303536	C
Bo2g010060	Brassica oleracea	C2	2259496	2263601	C
Bo3g143250	Brassica oleracea	C3	51545841	51547440	C
Bo4g136920	Brassica oleracea	C4	35880568	35883331	C
Bo8g053030	Brassica oleracea	C8	17696821	17698119	C
Bo7g114360	Brassica oleracea	C7	45399844	45400068	C
Bo4g008170	Brassica oleracea	C4	964200	967115	C
Bo4g061190	Brassica oleracea	C4	13653148	13654542	C
Bo8g001080	Brassica oleracea	C8	73133	74293	C
Bo7g095960	Brassica oleracea	C7	36923076	36925075	C
Bo3g086990	Brassica oleracea	C3	32077136	32077400	C
Bo6g009260	Brassica oleracea	C6	1647567	1648091	C
Bo1g003570	Brassica oleracea	C1	844503	845900	C
Bo5g102290	Brassica oleracea	C5	32587439	32592927	C
Bo5g052130	Brassica oleracea	C5	17296390	17307473	C
Bo5g057320	Brassica oleracea	C5	18421529	18424231	C
Bo01428s010	Brassica oleracea	Scaffold01428	670	4638	C
Bo6g066550	Brassica oleracea	C6	17974220	17977107	C
Bo9g019010	Brassica oleracea	C9	6079045	6079860	C
Bo1g090520	Brassica oleracea	C1	26921076	26922664	C
Bo3g130300	Brassica oleracea	C3	47775473	47776786	C
Bo3g081950	Brassica oleracea	C3	30402958	30404252	C
Bo6g119070	Brassica oleracea	C6	37234817	37235911	C
Bo4g038760	Brassica oleracea	C4	8313635	8314477	C
Bo9g122260	Brassica oleracea	C9	38896757	38897951	C
Bo1g147620	Brassica oleracea	C1	41783487	41783803	C
Bo3g134410	Brassica oleracea	C3	49232127	49232735	C
Bo5g027720	Brassica oleracea	C5	9773744	9774589	C
Bo20255s010	Brassica oleracea	Scaffold20255	4	270	C
Bo9g111420	Brassica oleracea	C9	36136268	36139078	C
Bo1g139560	Brassica oleracea	C1	39968574	39970544	C
Bo4g103730	Brassica oleracea	C4	25911936	25912088	C
Bo02914s010	Brassica oleracea	Scaffold02914	73	1323	C
Bo8g030900	Brassica oleracea	C8	10140743	10141643	C
Bo1g098060	Brassica oleracea	C1	28600170	28600544	C
Bo3g009640	Brassica oleracea	C3	3295659	3298363	C
Bo9g032320	Brassica oleracea	C9	11128793	11129875	C
Bo4g187130	Brassica oleracea	C4	49880805	49884589	C
Bo4g085070	Brassica oleracea	C4	20277365	20277894	C
Bo4g191460	Brassica oleracea	C4	51826505	51826843	C
Bo6g051190	Brassica oleracea	C6	14189690	14190223	C
Bo4g016030	Brassica oleracea	C4	2197453	2199559	C
Bo1g013190	Brassica oleracea	C1	4491858	4493282	C
Bo7g114580	Brassica oleracea	C7	45555801	45558581	C
Bo8g100000	Brassica oleracea	C8	34582082	34585353	C
Bo3g183840	Brassica oleracea	C3	63477960	63479583	C
Bo3g088290	Brassica oleracea	C3	32321154	32322422	C
Bo5g069610	Brassica oleracea	C5	22221890	22229885	C
Bo3g061800	Brassica oleracea	C3	23682712	23683877	C
Bo7g010150	Brassica oleracea	C7	3487898	3489293	C
Bo6g029290	Brassica oleracea	C6	6726669	6727289	C
Bo4g073110	Brassica oleracea	C4	15733169	15733513	C
Bo2g010960	Brassica oleracea	C2	2774715	2776604	C
Bo02889s010	Brassica oleracea	Scaffold02889	411	917	C
Bo1g120520	Brassica oleracea	C1	36169620	36169955	C
Bo3g083740	Brassica oleracea	C3	31154866	31163537	C
Bo9g071680	Brassica oleracea	C9	21736464	21737042	C
Bo7g064910	Brassica oleracea	C7	24546135	24548362	C
Bo4g187870	Brassica oleracea	C4	50374088	50374255	C
Bo1g139690	Brassica oleracea	C1	40022665	40027789	C
Bo5g085330	Brassica oleracea	C5	27691185	27691888	C
Bo7g113750	Brassica oleracea	C7	45020746	45021333	C
Bo6g027940	Brassica oleracea	C6	6401747	6402109	C
Bo00825s070	Brassica oleracea	Scaffold00825	53003	56409	C
Bo7g116980	Brassica oleracea	C7	46744420	46745722	C
Bo2g052450	Brassica oleracea	C2	14857271	14857615	C
Bo5g086680	Brassica oleracea	C5	28141717	28142268	C
Bo1g058840	Brassica oleracea	C1	17870189	17872909	C
Bo7g062420	Brassica oleracea	C7	23436838	23437461	C
Bo6g025890	Brassica oleracea	C6	5478898	5479482	C
Bo5g010440	Brassica oleracea	C5	3933586	3936576	C
Bo3g027100	Brassica oleracea	C3	10087838	10090992	C
Bo2g110650	Brassica oleracea	C2	33769367	33772290	C
Bo08912s010	Brassica oleracea	Scaffold08912	57	569	C
Bo14309s010	Brassica oleracea	Scaffold14309	42	299	C
Bo3g045300	Brassica oleracea	C3	18986855	18990711	C
Bo5g017790	Brassica oleracea	C5	6038567	6040264	C
Bo4g043580	Brassica oleracea	C4	9617949	9619510	C
Bo7g116780	Brassica oleracea	C7	46643925	46646159	C
Bo7g097710	Brassica oleracea	C7	38060582	38061223	C
Bo5g085480	Brassica oleracea	C5	27926297	27926596	C
Bo6g061020	Brassica oleracea	C6	16193911	16196466	C
Bo2g146580	Brassica oleracea	C2	46140842	46143171	C
Bo7g003920	Brassica oleracea	C7	921133	923157	C
Bo00870s010	Brassica oleracea	Scaffold00870	18326	23467	C
Bo5g034720	Brassica oleracea	C5	11344361	11347782	C
Bo6g072890	Brassica oleracea	C6	21102744	21104247	C
Bo8g071140	Brassica oleracea	C8	23530989	23531924	C
Bo5g081300	Brassica oleracea	C5	26502270	26503425	C
Bo01089s020	Brassica oleracea	Scaffold01089	27121	27927	C
Bo1g011840	Brassica oleracea	C1	4284699	4288126	C
Bo5g090480	Brassica oleracea	C5	29432544	29432792	C
Bo4g127280	Brassica oleracea	C4	33148573	33151793	C
Bo7g014470	Brassica oleracea	C7	5236084	5236650	C
Bo7g011480	Brassica oleracea	C7	3873187	3873801	C
Bo7g093060	Brassica oleracea	C7	35723105	35723901	C
Bo9g163070	Brassica oleracea	C9	47889268	47889860	C
Bo3g024220	Brassica oleracea	C3	8976369	8980252	C
Bo2g024290	Brassica oleracea	C2	6637030	6638183	C
Bo2g055520	Brassica oleracea	C2	15945176	15945840	C
Bo9g018050	Brassica oleracea	C9	5412650	5416192	C
Bo9g151920	Brassica oleracea	C9	45208319	45209625	C
Bo4g064680	Brassica oleracea	C4	14094906	14096485	C
Bo1g057200	Brassica oleracea	C1	17123133	17124997	C
Bo7g065280	Brassica oleracea	C7	24905408	24910742	C
Bo5g048610	Brassica oleracea	C5	15794613	15794936	C
Bo7g040500	Brassica oleracea	C7	14909382	14910691	C
Bo8g100910	Brassica oleracea	C8	35225252	35226476	C
Bo1g105460	Brassica oleracea	C1	32284931	32290213	C
Bo7g035360	Brassica oleracea	C7	13282881	13284185	C
Bo4g013470	Brassica oleracea	C4	1845223	1845615	C
Bo9g174340	Brassica oleracea	C9	51490999	51493323	C
Bo1g101510	Brassica oleracea	C1	30191962	30199343	C
Bo2g058970	Brassica oleracea	C2	17502144	17503417	C
Bo5g117190	Brassica oleracea	C5	35981990	35983736	C
Bo2g149690	Brassica oleracea	C2	47048768	47049678	C
Bo8g043530	Brassica oleracea	C8	15045998	15051943	C
Bo4g024760	Brassica oleracea	C4	3957595	3959580	C
Bo6g078130	Brassica oleracea	C6	23519375	23520832	C
Bo6g034370	Brassica oleracea	C6	8521689	8523158	C
Bo7g058230	Brassica oleracea	C7	21449784	21451315	C
Bo6g055990	Brassica oleracea	C6	14856357	14858543	C
Bo8g079370	Brassica oleracea	C8	26328367	26330654	C
Bo2g050710	Brassica oleracea	C2	14263775	14265045	C
Bo1g007470	Brassica oleracea	C1	2514471	2515865	C
Bo5g068220	Brassica oleracea	C5	21558661	21559844	C
Bo2g041670	Brassica oleracea	C2	11204205	11205093	C
Bo8g020480	Brassica oleracea	C8	4816459	4821374	C
Bo4g136800	Brassica oleracea	C4	35767137	35770036	C
Bo7g050330	Brassica oleracea	C7	18567813	18568367	C
Bo2g032570	Brassica oleracea	C2	9321493	9322992	C
Bo1g126030	Brassica oleracea	C1	37348145	37348663	C
Bo4g179250	Brassica oleracea	C4	47410419	47411680	C
Bo5g013490	Brassica oleracea	C5	4543147	4544999	C
Bo6g086360	Brassica oleracea	C6	26867993	26868193	C
Bo6g057590	Brassica oleracea	C6	15567953	15568171	C
Bo5g042960	Brassica oleracea	C5	14126359	14127934	C
Bo8g050060	Brassica oleracea	C8	16397311	16397661	C
Bo02483s010	Brassica oleracea	Scaffold02483	799	1562	C
Bo04062s010	Brassica oleracea	Scaffold04062	29	498	C
Bo2g023120	Brassica oleracea	C2	5845996	5846178	C
Bo09320s010	Brassica oleracea	Scaffold09320	3	464	C
Bo00703s050	Brassica oleracea	Scaffold00703	33368	34165	C
Bo3g015260	Brassica oleracea	C3	5113680	5115168	C
Bo2g149340	Brassica oleracea	C2	46632539	46633882	C
Bo00629s240	Brassica oleracea	Scaffold00629	186809	187087	C
Bo2g133660	Brassica oleracea	C2	41575178	41577952	C
Bo1g053150	Brassica oleracea	C1	15147823	15148216	C
Bo9g002450	Brassica oleracea	C9	277276	278109	C
Bo01551s020	Brassica oleracea	Scaffold01551	3007	5295	C
Bo9g124860	Brassica oleracea	C9	39387941	39389388	C
Bo00285s250	Brassica oleracea	Scaffold00285	239117	244730	C
Bo9g143670	Brassica oleracea	C9	43450105	43451759	C
Bo9g035390	Brassica oleracea	C9	11886329	11886746	C
Bo1g057640	Brassica oleracea	C1	17623427	17624888	C
Bo5g096880	Brassica oleracea	C5	31086826	31087416	C
Bo4g195740	Brassica oleracea	C4	53046335	53049211	C
Bo9g061380	Brassica oleracea	C9	18563807	18567605	C
Bo8g072720	Brassica oleracea	C8	23954614	23955904	C
Bo5g020390	Brassica oleracea	C5	7034892	7035617	C
Bo8g075110	Brassica oleracea	C8	24233682	24234134	C
Bo00851s040	Brassica oleracea	Scaffold00851	19016	19135	C
Bo9g163920	Brassica oleracea	C9	48421861	48422328	C
Bo2g051390	Brassica oleracea	C2	14770641	14774017	C
Bo5g008060	Brassica oleracea	C5	2665211	2667322	C
Bo1g087870	Brassica oleracea	C1	26162557	26166986	C
Bo4g053720	Brassica oleracea	C4	12323477	12323965	C
Bo8g111100	Brassica oleracea	C8	39606109	39606692	C
Bo3g107990	Brassica oleracea	C3	38515462	38517419	C
Bo01182s010	Brassica oleracea	Scaffold01182	1413	4898	C
Bo3g107480	Brassica oleracea	C3	37954879	37956691	C
Bo8g106420	Brassica oleracea	C8	37600962	37602110	C
Bo2g155630	Brassica oleracea	C2	48603717	48605889	C
Bo07246s010	Brassica oleracea	Scaffold07246	3	550	C
Bo3g055140	Brassica oleracea	C3	21760356	21761464	C
Bo1g039860	Brassica oleracea	C1	12222812	12223147	C
Bo7g046900	Brassica oleracea	C7	17376332	17377721	C
Bo8g102510	Brassica oleracea	C8	36138768	36141575	C
Bo9g042100	Brassica oleracea	C9	13684471	13687362	C
Bo1g020010	Brassica oleracea	C1	7225408	7226663	C
Bo5g003720	Brassica oleracea	C5	911170	914517	C
Bo2g095650	Brassica oleracea	C2	26989005	26991855	C
Bo3g162850	Brassica oleracea	C3	57613477	57614331	C
Bo9g126170	Brassica oleracea	C9	39652865	39653801	C
Bo7g099030	Brassica oleracea	C7	38802834	38803448	C
Bo4g116660	Brassica oleracea	C4	29723457	29725902	C
Bo7g012860	Brassica oleracea	C7	4426984	4430272	C
Bo8g092280	Brassica oleracea	C8	31428568	31430129	C
Bo4g025960	Brassica oleracea	C4	4737541	4737831	C
Bo8g099250	Brassica oleracea	C8	34136259	34138586	C
Bo3g099370	Brassica oleracea	C3	35621120	35628606	C
Bo5g019630	Brassica oleracea	C5	6586220	6590005	C
Bo3g092180	Brassica oleracea	C3	33820730	33823083	C
Bo8g087100	Brassica oleracea	C8	29418538	29421235	C
Bo3g055820	Brassica oleracea	C3	22090437	22090714	C
Bo7g092860	Brassica oleracea	C7	35528039	35535484	C
Bo01088s030	Brassica oleracea	Scaffold01088	13109	15637	C
Bo4g183300	Brassica oleracea	C4	48666489	48667916	C
Bo8g051330	Brassica oleracea	C8	17201468	17203347	C
Bo9g174200	Brassica oleracea	C9	51422266	51423847	C
Bo7g080630	Brassica oleracea	C7	30889102	30892624	C
Bo2g097650	Brassica oleracea	C2	27813952	27815157	C
Bo00933s010	Brassica oleracea	Scaffold00933	21308	22615	C
Bo4g125460	Brassica oleracea	C4	32490399	32490893	C
Bo6g112790	Brassica oleracea	C6	35445751	35454632	C
Bo2g132130	Brassica oleracea	C2	41254038	41255234	C
Bo5g122760	Brassica oleracea	C5	37340000	37341955	C
Bo4g165000	Brassica oleracea	C4	44239023	44239893	C
Bo2g116850	Brassica oleracea	C2	36116466	36118190	C
Bo7g054100	Brassica oleracea	C7	19483539	19484580	C
Bo3g044530	Brassica oleracea	C3	18432586	18434875	C
Bo5g004180	Brassica oleracea	C5	1089290	1091697	C
Bo9g018900	Brassica oleracea	C9	6020527	6024329	C
Bo8g080650	Brassica oleracea	C8	27224002	27225309	C
Bo9g006250	Brassica oleracea	C9	1408993	1410388	C
Bo3g078580	Brassica oleracea	C3	29187953	29188477	C
Bo5g129000	Brassica oleracea	C5	39960313	39960888	C
Bo3g096350	Brassica oleracea	C3	34773370	34779979	C
Bo7g104720	Brassica oleracea	C7	40287995	40289939	C
Bo1g005400	Brassica oleracea	C1	1327640	1329203	C
Bo1g048080	Brassica oleracea	C1	13721465	13724395	C
Bo1g040250	Brassica oleracea	C1	12482377	12484378	C
Bo5g019980	Brassica oleracea	C5	6787912	6790351	C
Bo4g027440	Brassica oleracea	C4	5753167	5756613	C
Bo6g087970	Brassica oleracea	C6	27969249	27970364	C
